"name","city","state","zipcode","address","phone_no","page_url"
"JIM SMITH SERVICES, INC.","Hattiesburg","Mississippi","39401","Hattiesburg Mississippi, US-39401","601-584-8400","https://www.trane.com/residential/en/dealers/jim-smith-services-inc-hattiesburg-ms/"
"JERRY ABLES ELECTRIC INC.","Zanesville","Ohio","43701","Zanesville Ohio, US-43701","740-439-2186","https://www.trane.com/residential/en/dealers/jerry-ables-electric-inc-zanesville-oh/"
"JEN AIR Inc","Bohemia","New York","11716","Bohemia New York, US-11716","631-563-1318","https://www.trane.com/residential/en/dealers/jen-air-inc-bohemia-ny/"
"JD’s Equipment Service","Summerset","South Dakota","57718","Summerset South Dakota, US-57718","605-716-1366","https://www.trane.com/residential/en/dealers/jds-equipment-service-summerset-sd/"
"JB HVAC Inc.","Mays Landing","New Jersey","08330","Mays Landing New Jersey, US-08330","609-625-3900","https://www.trane.com/residential/en/dealers/jb-hvac-inc-mays-landing-nj/"
"Jahnke Heating & Air Conditioning, Inc.","Talent","Oregon","97503","Talent Oregon, US-97503","541-535-4470","https://www.trane.com/residential/en/dealers/jahnke-heating-and-air-conditioning-inc-talent-or/"
"Jaguar Heating & Air","Sacramento","California","95834","Sacramento California, US-95834","916-889-4255","https://www.trane.com/residential/en/dealers/jaguar-heating-and-air-sacramento-ca/"
"JACKSONVILLE HTG CONTR","Jacksonville","North Carolina","28540","Jacksonville North Carolina, US-28540","910-347-2843","https://www.trane.com/residential/en/dealers/jacksonville-htg-contr-jacksonville-nc/"
"JACKSON HEATING & AIR CONDITIONING INC","Lagrange","Georgia","30240","Lagrange Georgia, US-30240","706-884-3351","https://www.trane.com/residential/en/dealers/jackson-heating-and-air-conditioning-inc-lagrange-ga/"
"JACKSON AND SONS","Dudley","North Carolina","28333","Dudley North Carolina, US-28333","919-734-9611","https://www.trane.com/residential/en/dealers/jackson-and-sons-dudley-nc/"
"Jackson Air & Heat","Sugar Land","Texas","77498","Sugar Land Texas, US-77498","281-240-1037","https://www.trane.com/residential/en/dealers/jackson-air-and-heat-sugar-land-tx/"
"JACK MCMANUS HEATING","Rocky Mount","North Carolina","27804","Rocky Mount North Carolina, US-27804","252-977-3735","https://www.trane.com/residential/en/dealers/jack-mcmanus-heating-rocky-mount-nc/"
"JACK MCCAIN PLBG & HTG INC","Bay Port","Michigan","48720","Bay Port Michigan, US-48720","989-453-2277","https://www.trane.com/residential/en/dealers/jack-mccain-plbg-and-htg-inc-bay-port-mi/"
"Jack Lehr Heating Cooling & Electric, Inc.","Allentown","Pennsylvania","18103","Allentown Pennsylvania, US-18103","610-797-5347","https://www.trane.com/residential/en/dealers/jack-lehr-heating-cooling-and-electric-inc-allentown-pa/"
"J.R. PERKINS HEATING & COOLING","Scottsdale","Arizona","85258","Scottsdale Arizona, US-85258","480-946-5083","https://www.trane.com/residential/en/dealers/jr-perkins-heating-and-cooling-scottsdale-az/"
"J.M. FLETCHER HEATING & AIR CONDITIONING, INC.","Mount Airy","Maryland","21771","Mount Airy Maryland, US-21771","301-829-7980","https://www.trane.com/residential/en/dealers/jm-fletcher-heating-and-air-conditioning-inc-mount-airy-md/"
"J-Tech Mechanical","Magnolia","Texas","77354","Magnolia Texas, US-77354","281-252-0360","https://www.trane.com/residential/en/dealers/j-tech-mechanical-magnolia-tx/"
"J’s HVAC Unlimited LLC","Mount Airy","North Carolina","27030","Mount Airy North Carolina, US-27030","336-786-2073","https://www.trane.com/residential/en/dealers/js-hvac-unlimited-llc-mount-airy-nc/"
"J&S Air","Houston","Texas","77032","Houston Texas, US-77032","281-442-1800","https://www.trane.com/residential/en/dealers/jands-air-houston-tx/"
"J&J Mechanical","Logan Township","New Jersey","08056","Logan Township New Jersey, US-08056","856-832-4576","https://www.trane.com/residential/en/dealers/j-and-j-mechanical-logantownship-nj/"
"J&A South Park Heating, Cooling, Plumbing & Electric","Bethel Park","Pennsylvania","15236","Bethel Park Pennsylvania, US-15236","412-885-5579","https://www.trane.com/residential/en/dealers/janda-south-park-heating-cooling-plumbing-and-electric-bethel-park-pa/"
"J W Long Mechanical Co.","Summerville","South Carolina","29483","Summerville South Carolina, US-29483","843-873-0371","https://www.trane.com/residential/en/dealers/j-w-long-mechanical-co-summerville-sc/"
"J L ANDERSON HTG & CLG INC","Lafayette","Indiana","47909","Lafayette Indiana, US-47909","765-471-7506","https://www.trane.com/residential/en/dealers/j-l-anderson-htg-and-clg-inc-lafayette-in/"
"J & W SERVICE","Burlington","North Carolina","27215","Burlington North Carolina, US-27215","336-449-4584","https://www.trane.com/residential/en/dealers/j-and-w-service-burlington-nc/"
"J & J Air","Longs","South Carolina","29568","Longs South Carolina, US-29568","843-281-9595","https://www.trane.com/residential/en/dealers/j-and-j-air-longs-sc/"
"J & D Service Co Inc","Nashville","Tennessee","37210","Nashville Tennessee, US-37210","615-730-5109","https://www.trane.com/residential/en/dealers/j-and-d-service-co-inc-nashville-tn/"
"Isley’s Home Service, Inc.","Gilbert","Arizona","85201","Gilbert Arizona, US-85201","480-736-1805","https://www.trane.com/residential/en/dealers/isleys-home-service-inc-gilbert-az/"
"Island Point HVAC","Lake Norman","North Carolina","28117","Lake Norman North Carolina, US-28117","704-881-2584","https://www.trane.com/residential/en/dealers/island-point-hvac-lake-norman-nc/"
"Island Aire Inc.","Fort Myers","Florida","33905","Fort Myers Florida, US-33905","239-466-8668","https://www.trane.com/residential/en/dealers/island-aire-inc-fort-myers-fl/"
"IRELAND HTG & CLG.","Radcliff","Kentucky","40160","Radcliff Kentucky, US-40160","270-351-3522","https://www.trane.com/residential/en/dealers/ireland-htg-and-clg-radcliff-ky/"
"Intermountain Heating & Air Conditioning","Helena","Montana","59601","Helena Montana, US-59601","406-449-4567","https://www.trane.com/residential/en/dealers/intermountain-heating-and-air-conditioning-helena-mt/"
"Integrity Services","Madison","Alabama","35758","Madison Alabama, US-35758","256-319-9402","https://www.trane.com/residential/en/dealers/integrity-services-madison-al/"
"Integrity Energy Systems","Seattle","Washington","98108","Seattle Washington, US-98108","425-419-4676","https://www.trane.com/residential/en/dealers/integrity-energy-systems-seattle-wa/"
"Innovative Comfort Systems Inc.","Lynnwood","Washington","98036","Lynnwood Washington, US-98036","425-361-2526","https://www.trane.com/residential/en/dealers/innovative-comfort-systems-inc-lynnwood-wa/"
"Innovative Air Solutions","Mt. Vernon","New York","10550","Mt. Vernon New York, US-10550","914-793-7700","https://www.trane.com/residential/en/dealers/innovative-air-solutions-mt-vernon-ny/"
"Innovative Air Pros, Inc.","Tulsa","Oklahoma","74037","Tulsa Oklahoma, US-74037","918-299-1955","https://www.trane.com/residential/en/dealers/innovative-air-pros-inc-tulsa-ok/"
"INFINITY HEATING & COOLING","Las Vegas","Nevada","89178","Las Vegas Nevada, US-89178","702-291-2000","https://www.trane.com/residential/en/dealers/infinity-heating-and-cooling-las-vegas-nv/"
"Indoor Comfort Team","Saint Louis","Missouri","63125","Saint Louis Missouri, US-63125","314-894-8200","https://www.trane.com/residential/en/dealers/indoor-comfort-team-saint-louis-mo/"
"Indoor Air Technologies, Inc.","Robbinsville","New Jersey","08691","Robbinsville New Jersey, US-08691","609-875-1881","https://www.trane.com/residential/en/dealers/indoor-air-technologies-inc-robbinsville-nj/"
"INDOOR AIR QUALITY, INC","Brandon","Mississippi","39042","Brandon Mississippi, US-39042","","https://www.trane.com/residential/en/dealers/indoor-air-quality-inc-brandon-ms/"
"Indian Trail Air & Heat LLC","Indian Trail","North Carolina","28079","Indian Trail North Carolina, US-28079","704-821-0719","https://www.trane.com/residential/en/dealers/indian-trail-air-heat-indian-trail-nc/"
"INDIAN AIR","Prescott Valley","Arizona","86314","Prescott Valley Arizona, US-86314","928-772-8890","https://www.trane.com/residential/en/dealers/indian-air-prescott-valley-az/"
"INDEPENDENT REFRIG & HTG LTD","Monmouth","Illinois","61462","Monmouth Illinois, US-61462","309-734-3354","https://www.trane.com/residential/en/dealers/independent-refrig-and-htg-ltd-monmouth-il/"
"Independent Energy Services","Val Caron","Ontario","P3N1N6","Val Caron Ontario, CA-P3N1N6","705-897-3334","https://www.trane.com/residential/en/dealers/independent-energy-services-val-caron-ontario/"
"IDEAL SERVICES","Holly Springs","North Carolina","27540","Holly Springs North Carolina, US-27540","919-557-0004","https://www.trane.com/residential/en/dealers/ideal-services-holly-springs-nc/"
"Ideal Energy","Tempe","Arizona","85034","Tempe Arizona, US-85034","480-839-0082","https://www.trane.com/residential/en/dealers/ideal-energy-tempe-az/"
"Ideal Air Services","Houston","Texas","77450","Houston Texas, US-77450","281-347-2665","https://www.trane.com/residential/en/dealers/ideal-air-services-houston-tx/"
"Ice & Fire Mechanical","Yakima","Washington","98902","Yakima Washington, US-98902","509-966-8731","https://www.trane.com/residential/en/dealers/ice-and-fire-mechanical-yakima-wa/"
"I.M. Air Conditioning","Tarzana","California","91356","Tarzana California, US-91356","818-708-8060","https://www.trane.com/residential/en/dealers/im-air-conditioning-tarzana-ca/"
"Hybrid Air, Inc.","Virginia Beach","Virginia","23452","Virginia Beach Virginia, US-23452","757-436-3749","https://www.trane.com/residential/en/dealers/hybrid-air-inc-virginia-beach-va/"
"Hux Air Conditioning","Mendenhall","Mississippi","39114","Mendenhall Mississippi, US-39114","601-847-0483","https://www.trane.com/residential/en/dealers/hux-air-conditioning-mendenhall-ms/"
"Hush Air Heating & Air Conditioning","Riverside","California","92508","Riverside California, US-92508","951-789-4148","https://www.trane.com/residential/en/dealers/hush-air-heating-and-air-conditioning-riverside-ca/"
"Hurtis Heating & Air Conditioning","Marathon","Wisconsin","54448","Marathon Wisconsin, US-54448","715-849-2818","https://www.trane.com/residential/en/dealers/hurtis-heating-and-air-conditioning-marathon-wi/"
"HUNTSVILLE AIR CONDITIONING","Huntsville","Texas","77320","Huntsville Texas, US-77320","936-295-6171","https://www.trane.com/residential/en/dealers/huntsville-air-conditioning-huntsville-tx/"
"HUMPHREY PLUMBING CO.","Mc Alester","Oklahoma","74501","Mc Alester Oklahoma, US-74501","918-423-2078","https://www.trane.com/residential/en/dealers/humphrey-plumbing-co-mc-alester-ok/"
"Hughes Air","Mesa","Arizona","85210","Mesa Arizona, US-85210","480-247-6927","https://www.trane.com/residential/en/dealers/hughes-air-mesa-az/"
"Hughes & Mullenix","Tuscaloosa","Alabama","35401","Tuscaloosa Alabama, US-35401","205-345-2665","https://www.trane.com/residential/en/dealers/hughes-and-mullenix-tuscaloosa-al/"
"Hubbard Heating & Cooling, LLC","Lancaster","South Carolina","29720","Lancaster South Carolina, US-29720","803-285-2665","https://www.trane.com/residential/en/dealers/hubbard-heating-and-cooling-llc-lancaster-sc/"
"Hoyt Mechanical","Elk Grove","California","95758","Elk Grove California, US-95758","916-691-0222","https://www.trane.com/residential/en/dealers/hoyt-mechanical-elk-grove-ca/"
"Howington Heating and Cooling LLC","Cornelia","Georgia","30531","Cornelia Georgia, US-30531","706-776-7000","https://www.trane.com/residential/en/dealers/howington-heating-and-cooling-llc-cornelia-ga/"
"Howell-Chase Heating & Air, Inc.","Bluffton","South Carolina","29910","Bluffton South Carolina, US-29910","843-785-3748","https://www.trane.com/residential/en/dealers/howell-chase-heating-and-air-inc-bluffton-sc/"
"HOWARD AIR","Phoenix","Arizona","85023","Phoenix Arizona, US-85023","602-953-2766","https://www.trane.com/residential/en/dealers/howard-air-phoenix-az/"
"HOUK AIR CONDITIONING, INC.","Arlington","Texas","76011","Arlington Texas, US-76011","817-265-1191","https://www.trane.com/residential/en/dealers/houk-air-conditioning-inc-arlington-tx/"
"Houk Air Conditioning","Houston","Texas","77073","Houston Texas, US-77073","409-925-3979","https://www.trane.com/residential/en/dealers/houk-air-conditioning-houston-tx/"
"Houk A/C – McKinney","Mckinney","Texas","75069","Mckinney Texas, US-75069","817-265-1191","https://www.trane.com/residential/en/dealers/houk-a-c-mckinney-mckinney-tx/"
"HORNE HEATING AND AIR CONDITIONING","Charlotte","North Carolina","28079","Charlotte North Carolina, US-28079","888-806-4783","https://www.trane.com/residential/en/dealers/horne-heating-and-air-conditioning-charlotte-nc/"
"Horizon Services","Denver","Colorado","80110","Denver Colorado, US-80110","303-346-3466","https://www.trane.com/residential/en/dealers/horizon-services-denver-co/"
"Horizon Mech & Electrical Inc","Mansfield","Ohio","44906","Mansfield Ohio, US-44906","419-529-2738","https://www.trane.com/residential/en/dealers/horizon-mech-and-electrical-inc-mansfield-oh/"
"Horizon Heating & Air Conditioning, LLC","Hendersonville","North Carolina","28792","Hendersonville North Carolina, US-28792","828-697-5255","https://www.trane.com/residential/en/dealers/horizon-heating-and-air-conditioning-llc-hendersonville-nc/"
"HONEYCUTT AIR CONDITIONING","Bellville","Texas","77418","Bellville Texas, US-77418","979-865-9349","https://www.trane.com/residential/en/dealers/honeycutt-air-conditioning-bellville-tx/"
"Honest Air Conditioning","Round Rock","Texas","78665","Round Rock Texas, US-78665","512-238-2058","https://www.trane.com/residential/en/dealers/honest-air-conditioning-round-rock-tx/"
"HOMETOWN HEATING AND COOLING","Princeton","Kentucky","42445","Princeton Kentucky, US-42445","270-388-0467","https://www.trane.com/residential/en/dealers/hometown-heating-and-cooling-princeton-ky/"
"Hometown Heating & Cooling, Inc.","Belgrade","Montana","59714","Belgrade Montana, US-59714","406-404-8803","https://www.trane.com/residential/en/dealers/hometown-heating-and-cooling-inc-belgrade-mt/"
"Home-Tech – Bradenton","Bradenton","Florida","34211","Bradenton Florida, US-34211","941-751-9992","https://www.trane.com/residential/en/dealers/home-tech-bradenton-bradenton-fl/"
"HOME-TECH","Fort Myers","Florida","33966","Fort Myers Florida, US-33966","239-433-3344","https://www.trane.com/residential/en/dealers/home-tech-fort-myers-fl/"
"Home Saving Inc","Gormley","Ontario","L0H1G0","Gormley Ontario, CA-L0H1G0","647-492-8922","https://www.trane.com/residential/en/dealers/home-saving-inc-gormley-ontario/"
"Home Comfort Solutions Inc by McKelvey Mechanical","Tuscaloosa","Alabama","35405","Tuscaloosa Alabama, US-35405","205-469-0415","https://www.trane.com/residential/en/dealers/home-comfort-solutions-inc-by-mckelvey-mechanical-tuscaloosa-al/"
"Home Comfort Experts, Inc. of Mishawaka","Mishawaka","Indiana","46545","Mishawaka Indiana, US-46545","574-255-4600","https://www.trane.com/residential/en/dealers/home-comfort-experts-inc-mishawaka-in/"
"Home Comfort Experts, Inc. of Columbia City","Columbia City","Indiana","46825","Columbia City Indiana, US-46825","260-244-2800","https://www.trane.com/residential/en/dealers/home-comfort-experts-inc-columbia-city-columbia-city-in/"
"Home Comfort Experts of Plymouth","Plymouth","Indiana","46563","Plymouth Indiana, US-46563","574-255-4600","https://www.trane.com/residential/en/dealers/home-comfort-experts-of-plymouth-plymouth-in/"
"Holtzople Heating & Air Conditioning","Emmitsburg","Maryland","21727","Emmitsburg Maryland, US-21727","866-500-4328","https://www.trane.com/residential/en/dealers/holtzople-heating-and-air-conditioning-emmitsburg-md/"
"Holt Phillips Services","Niceville","Florida","32578","Niceville Florida, US-32578","850-897-5559","https://www.trane.com/residential/en/dealers/holt-phillips-services-niceville-fl/"
"HOLLIFIELD SERVICE COMPANY","Muskogee","Oklahoma","74401","Muskogee Oklahoma, US-74401","918-781-3993","https://www.trane.com/residential/en/dealers/hollifield-service-company-muskogee-ok/"
"Hobgood Mechanical Inc.","Creedmoor","North Carolina","27522","Creedmoor North Carolina, US-27522","919-667-4915","https://www.trane.com/residential/en/dealers/hobgood-mechanical-inc-creedmoor-nc/"
"HOBBS MECHANICAL INC.","Wellington","Kansas","67152","Wellington Kansas, US-67152","620-326-7686","https://www.trane.com/residential/en/dealers/hobbs-mechanical-inc-wellington-ks/"
"HL Bowman Inc","Harrisburg","Pennsylvania","17104","Harrisburg Pennsylvania, US-17104","717-561-1206","https://www.trane.com/residential/en/dealers/hl-bowman-inc-harrisburg-pa/"
"HIVAC AIR CONDITIONING SE. INC","Sunrise","Florida","33323","Sunrise Florida, US-33323","954-747-1887","https://www.trane.com/residential/en/dealers/hivac-air-conditioning-se-inc-sunrise-fl/"
"Hinz Refrigeration","Clinton","Oklahoma","73601","Clinton Oklahoma, US-73601","580-323-0830","https://www.trane.com/residential/en/dealers/hinz-refrigeration-clinton-ok/"
"Hill Heating & Air","Hiawassee","Georgia","30546","Hiawassee Georgia, US-30546","706-896-7089","https://www.trane.com/residential/en/dealers/hill-heating-and-air-hiawassee-ga/"
"HILL COUNTRY REFRIGERATION","Fredericksburg","Texas","78624","Fredericksburg Texas, US-78624","830-997-2584","https://www.trane.com/residential/en/dealers/hill-country-refrigeration-fredericksburg-tx/"
"Hill & Company Service","Oklahoma City","Oklahoma","73127","Oklahoma City Oklahoma, US-73127","405-451-1330","https://www.trane.com/residential/en/dealers/hill-and-company-service-oklahoma-city-ok/"
"High Tech Heating & Air Inc.","Cottage Grove","Wisconsin","53527","Cottage Grove Wisconsin, US-53527","608-221-8333","https://www.trane.com/residential/en/dealers/high-tech-heating-and-air-inc-cottage-grove-wi/"
"High Quality Heating and Air, Inc.","Tallahassee","Florida","32305","Tallahassee Florida, US-32305","850-926-1021","https://www.trane.com/residential/en/dealers/high-quality-heating-and-air-inc-tallahassee-fl/"
"High Efficiency, LLC","Sandwich","Massachusetts","02563","Sandwich Massachusetts, US-02563","508-825-3695","https://www.trane.com/residential/en/dealers/high-efficiency-sandwich-ma/"
"Higdon Heating & Air","Tennga","Tennessee","37307","Tennga Tennessee, US-37307","423-338-2748","https://www.trane.com/residential/en/dealers/higdon-heating-and-air-tennga-ga/"
"Hi Desert Air, Inc.","Yucca Valley","California","92284","Yucca Valley California, US-92284","760-365-7155","https://www.trane.com/residential/en/dealers/hi-desert-air-inc-yucca-valley-ca/"
"Hetter Heating & Cooling","Columbus","Ohio","43220","Columbus Ohio, US-43220","614-784-9200","https://www.trane.com/residential/en/dealers/hetter-heating-and-cooling-columbus-oh/"
"HESSE-SCHNIEDERJAN HEAT AND AIR","Gainesville","Texas","76240","Gainesville Texas, US-76240","940-612-4328","https://www.trane.com/residential/en/dealers/hesse-schniederjan-heat-and-air-gainesville-tx/"
"Hess Air, Inc.","Alamo","Texas","78516","Alamo Texas, US-78516","956-227-9919","https://www.trane.com/residential/en/dealers/hess-air-inc-alamo-tx/"
"Herring Heating & Air Conditioning","Gardendale","Alabama","35071","Gardendale Alabama, US-35071","205-631-6258","https://www.trane.com/residential/en/dealers/herring-heating-and-air-conditioning-gardendale-al/"
"HERNDON HEATING & A/C","Canton","Georgia","30114","Canton Georgia, US-30114","770-479-8889","https://www.trane.com/residential/en/dealers/herndon-heating-and-a-c-canton-ga/"
"Hermes Service & Sales","Bloomington","Illinois","61701","Bloomington Illinois, US-61701","309-828-8111","https://www.trane.com/residential/en/dealers/hermes-service-and-sales-bloomington-il/"
"Henson Mechanical Services, Inc.","Mount Holly","North Carolina","28120","Mount Holly North Carolina, US-28120","704-489-8428","https://www.trane.com/residential/en/dealers/henson-mechanical-services-inc-mount-holly-nc/"
"Hensley Heating & Air Conditioning","Memphis","Tennessee","38118","Memphis Tennessee, US-38118","901-794-3074","https://www.trane.com/residential/en/dealers/hensley-heating-and-air-memphis-tn/"
"Henscey Electric","Dayton","Texas","77535","Dayton Texas, US-77535","936-258-3043","https://www.trane.com/residential/en/dealers/henscey-electric-dayton-tx/"
"Hendrix Heating and Air Conditioning Ltd.","Corvallis","Oregon","97389","Corvallis Oregon, US-97389","541-753-6760","https://www.trane.com/residential/en/dealers/hendrix-heating-and-air-conditioning-ltd-corvallis-or/"
"Hendrix Heating & Cooling","Nahunta","Georgia","31553","Nahunta Georgia, US-31553","912-462-6794","https://www.trane.com/residential/en/dealers/hendrix-heating-and-cooling-nahunta-ga/"
"HENDERSONS HEATING & CLG","Lebanon","Missouri","65536","Lebanon Missouri, US-65536","417-532-2779","https://www.trane.com/residential/en/dealers/hendersons-heating-and-clg-lebanon-mo/"
"Henderson Htg & AC, LLP","Bolivar","Tennessee","38008","Bolivar Tennessee, US-38008","731-658-3945","https://www.trane.com/residential/en/dealers/henderson-htg-and-ac-llp-bolivar-tn/"
"Heinanen Engineering, Inc.","South Lyon","Michigan","48178","South Lyon Michigan, US-48178","248-486-6100","https://www.trane.com/residential/en/dealers/heinanen-engineering-inc-south-lyon-mi/"
"Heglar Plumbing & Electric Company, Inc.","Humboldt","Tennessee","38343","Humboldt Tennessee, US-38343","731-784-3642","https://www.trane.com/residential/en/dealers/heglar-plumbing-electric-humboldt-tn/"
"Hefferon Heating & Cooling, LLC","Danbury","Connecticut","06811","Danbury Connecticut, US-06811","203-790-8826","https://www.trane.com/residential/en/dealers/hefferon-heating-and-cooling-llc-danbury-ct/"
"Heatwave Heating & Cooling","Amherst","New York","14228","Amherst New York, US-14228","716-891-9283","https://www.trane.com/residential/en/dealers/heatwave-heating-and-cooling-amherst-ny/"
"Heartland Quality Heating & Cooling LLC","Lees Summit","Missouri","64081","Lees Summit Missouri, US-64081","816-525-2031","https://www.trane.com/residential/en/dealers/heartland-quality-heating-and-cooling-llc-lees-summit-mo/"
"Hays Cooling & Heating LLC","Phoenix","Arizona","85085","Phoenix Arizona, US-85085","602-482-0229","https://www.trane.com/residential/en/dealers/hays-cooling-and-heating-llc-phoenix-az/"
"HAY’S HEATING & AIR CO.","Durham","North Carolina","27705","Durham North Carolina, US-27705","919-471-8020","https://www.trane.com/residential/en/dealers/hays-heating-and-air-co-durham-nc/"
"Hawkins Service Company","Riverview","Florida","33578","Riverview Florida, US-33578","813-871-6610","https://www.trane.com/residential/en/dealers/hawkins-service-company-riverview-fl/"
"Harwichport Heating and Cooling","Harwich Port","Massachusetts","02646","Harwich Port Massachusetts, US-02646","508-432-3959","https://www.trane.com/residential/en/dealers/harwichport-heating-and-cooling-harwich-port-ma/"
"Hartmann A/C & Heat LLC","Clute","Texas","77531","Clute Texas, US-77531","979-299-9228","https://www.trane.com/residential/en/dealers/hartmann-a-c-and-heat-llc-clute-tx/"
"Harster Heating & Air Conditioning","Saint Louis","Missouri","63123","Saint Louis Missouri, US-63123","314-631-5300","https://www.trane.com/residential/en/dealers/harster-heating-and-air-conditioning-saint-louis-mo/"
"harris heating & refrigeration","Madisonville","Tennessee","37354","Madisonville Tennessee, US-37354","423-442-5039","https://www.trane.com/residential/en/dealers/harris-heating-and-refrigeration-madisonville-tn/"
"HARRIS COMFORT","Newtown","Pennsylvania","18940","Newtown Pennsylvania, US-18940","215-788-4596","https://www.trane.com/residential/en/dealers/harris-comfort-newtown-pa/"
"Harris Air Services, LLC","Mckinney","Texas","75069","Mckinney Texas, US-75069","214-315-9722","https://www.trane.com/residential/en/dealers/harris-air-services-llc-mckinney-tx/"
"Harris Air","West Sacramento","California","95691","West Sacramento California, US-95691","916-682-6208","https://www.trane.com/residential/en/dealers/harris-air-west-sacramento-ca/"
"Harriman Heating, Inc.","Livonia","Michigan","48336","Livonia Michigan, US-48336","248-231-2102","https://www.trane.com/residential/en/dealers/harriman-heating-inc-livonia-mi/"
"HARPERS AIR, INC.","Miami","Florida","33144","Miami Florida, US-33144","305-266-1040","https://www.trane.com/residential/en/dealers/harpers-air-inc-miami-fl/"
"HARPER REVELL HTG. & AC, INC","Tallahassee","Florida","32308","Tallahassee Florida, US-32308","850-877-1306","https://www.trane.com/residential/en/dealers/harper-revell-htg-and-ac-inc-tallahassee-fl/"
"HARMONY HEATING Corp.","Rockaway","New Jersey","07866","Rockaway New Jersey, US-07866","973-627-0044","https://www.trane.com/residential/en/dealers/harmony-heating-corp-rockaway-nj/"
"Harmony Heating","Kennett Square","Pennsylvania","19348","Kennett Square Pennsylvania, US-19348","610-444-8981","https://www.trane.com/residential/en/dealers/harmony-heating-kennett-square-pa/"
"Harleyville Heating & Air, LLC","Harleyville","South Carolina","29448","Harleyville South Carolina, US-29448","843-200-0670","https://www.trane.com/residential/en/dealers/harleyville-heating-and-air-llc-harleyville-sc/"
"Hargrove-Neel, Inc.","Crockett","Texas","75835","Crockett Texas, US-75835","936-544-7270","https://www.trane.com/residential/en/dealers/hargrove-neel-inc-crockett-tx/"
"HANSEN HEATING AND COOLING","Mobile","Alabama","36695","Mobile Alabama, US-36695","251-471-3047","https://www.trane.com/residential/en/dealers/hansen-heating-and-cooling-mobile-al/"
"HANS HEATING & AC, INC.","Omaha","Nebraska","68138","Omaha Nebraska, US-68138","402-895-6111","https://www.trane.com/residential/en/dealers/hans-heating-and-ac-inc-omaha-ne/"
"HANNABERY HVAC","Clarks Summit","Pennsylvania","18411","Clarks Summit Pennsylvania, US-18411","570-586-1007","https://www.trane.com/residential/en/dealers/hannabery-hvac-clarks-summit-pa/"
"HANNABERY HVAC","Allentown","Pennsylvania","18104","Allentown Pennsylvania, US-18104","610-366-9400","https://www.trane.com/residential/en/dealers/hannabery-hvac-allentown-pa/"
"HANNABERY HVAC","Quakertown","Pennsylvania","18951","Quakertown Pennsylvania, US-18951","215-536-0150","https://www.trane.com/residential/en/dealers/hannabery-hvac-quakertown-pa/"
"Hanna Heating and Air Conditioning (Clinton)","Enoree","South Carolina","29335","Enoree South Carolina, US-29335","864-969-3471","https://www.trane.com/residential/en/dealers/hanna-heating-and-air-conditioning-enoree-sc/"
"Hank’s Heating & Cooling, LLC","North Branch","Michigan","48746","North Branch Michigan, US-48746","810-688-4813","https://www.trane.com/residential/en/dealers/hanks-heating-and-cooling-llc-north-branch-mi/"
"HANCOCK REFRIGERATION CO INC","Leonardtown","Maryland","20650","Leonardtown Maryland, US-20650","301-475-8298","https://www.trane.com/residential/en/dealers/hancock-refrigeration-co-inc-leonardtown-md/"
"Hamil, Harrison & Co.","Ennis","Texas","75120","Ennis Texas, US-75120","972-875-5747","https://www.trane.com/residential/en/dealers/hamil-harrison-and-co-ennis-tx/"
"Haller Enterprises, Inc.","Exton","Pennsylvania","19341","Exton Pennsylvania, US-19341","717-625-1500","https://www.trane.com/residential/en/dealers/haller-enterprises-inc-exton-pa/"
"Haller Enterprises, Inc.","Lititz","Pennsylvania","17543","Lititz Pennsylvania, US-17543","888-440-0913","https://www.trane.com/residential/en/dealers/haller-enterprises-inc-lititz-pa/"
"Haller Enterprises","Quakertown","Pennsylvania","18951","Quakertown Pennsylvania, US-18951","215-538-3434","https://www.trane.com/residential/en/dealers/haller-enterprises-quakertown-pa/"
"Haller Enterprises","Palmyra","Pennsylvania","17078","Palmyra Pennsylvania, US-17078","877-502-1363","https://www.trane.com/residential/en/dealers/haller-enterprises-palmyra-pa/"
"Haller Enterprises","York","Pennsylvania","17404","York Pennsylvania, US-17404","888-772-6585","https://www.trane.com/residential/en/dealers/haller-enterprises-york-pa/"
"Hall Heating & Air","Pampa","Texas","79065","Pampa Texas, US-79065","806-669-2437","https://www.trane.com/residential/en/dealers/hall-heating-and-air-pampa-tx/"
"Hal Watson Air Conditioning company","Spring","Texas","77386","Spring Texas, US-77386","281-367-2655","https://www.trane.com/residential/en/dealers/hal-watson-air-conditioning-company-spring-tx/"
"HAINES AIR CONDITIONING","Bonita Springs","Florida","34134","Bonita Springs Florida, US-34134","239-992-1551","https://www.trane.com/residential/en/dealers/haines-air-conditioning-bonita-springs-fl/"
"HAGUE HEATING & COOLING SERVICES, LLC","Roosevelt","New Jersey","08555","Roosevelt New Jersey, US-08555","609-731-6529","https://www.trane.com/residential/en/dealers/hague-heating-and-cooling-services-llc-roosevelt-nj/"
"Hage Energy, LLC","Houston","Texas","77057","Houston Texas, US-77057","713-560-0600","https://www.trane.com/residential/en/dealers/hage-energy-houston-tx/"
"H. E. SMITH CO., INC.","Lecanto","Florida","34461","Lecanto Florida, US-34461","352-746-0098","https://www.trane.com/residential/en/dealers/h-e-smith-co-inc-lecanto-fl/"
"H. A. Thompson & Sons","Bismarck","North Dakota","58504","Bismarck North Dakota, US-58504","701-223-3393","https://www.trane.com/residential/en/dealers/h-a-thompson-and-sons-bismarck-nd/"
