"compnay_name","website","linkedin","image","city","emails","address","description"
"SMS MODE","https://www.smsmode.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","mathieu.perennou@smsmode.com","CALADE TECHNOLOGIES
Hôtel Technologique
Technopôle de Château-Gombert - BP 100
13382 MARSEILLE
FRANCE
mathieu.perennou@smsmode.com
https://www.smsmode.com/",""
"Wetri","https://wetri.eu/","https://www.linkedin.com/company/wetri-france","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","a.louiset@wetri.eu","87 rue du Fontenoy
59100 Roubaix
FRANCE
a.louiset@wetri.eu
https://wetri.eu/",""
"Checklens","https://checklens.ai/fr/","https://www.linkedin.com/company/checklens/posts/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/aut.svg","AUSTRIA","sonja.rieger@checklens.ai","Strubergasse 26
5020 Salzburg
AUSTRIA
sonja.rieger@checklens.ai
https://checklens.ai/fr/","Shrinkage prevention at self-checkout tills with Artificial Intelligence"
"AXEPTA BNP PARIBAS","https://axepta.bnpparibas/","https://www.linkedin.com/company/axepta-bnp-paribas","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/bel.svg","BELGIUM","","9 rue Gutenberg
75019 Paris
BELGIUM

https://axepta.bnpparibas/","Retail Payments in the Era of Unified Commerce: Lessons Learnt and Future Challenges"
"CircularX","https://www.circularx.co/","https://www.linkedin.com/company/circularx/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@circularx.co","54 avenue Lénine
94250 Gentilly
FRANCE
contact@circularx.co
https://www.circularx.co/","How Decathlon is growing in the second-hand market and putting used products back in the game thanks to CircularX ?"
"Atelier Le Mée","https://atelier-lemee.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","vincent.delambert@eurodrapeau.com","5 rue de la Cerisaie
BP 35761 Saint-Grégoire
FRANCE
vincent.delambert@eurodrapeau.com
https://atelier-lemee.com/",""
"NETCETERA","http://netcetera.com","https://www.linkedin.com/company/netcetera/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@netcetera.com","153 Boulevard Haussmann
75008 Paris
FRANCE
info@netcetera.com
http://netcetera.com",""
"LIZEE","http://www.lizee.co","https://www.linkedin.com/company/lizee-sas","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","nutuje@lizee.co","15 rue de Milan
75009 Paris
FRANCE
nutuje@lizee.co
http://www.lizee.co",""
"EDGAR DUNN & COMPANY FRANCE","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","1 bis rue du Havre
75008 Paris
FRANCE","Payments from A to Z with Compagnies des Alpes, Conforama and Longchamp: strategy, implementation and current topics"
"Channable","https://www.channable.com/fr","https://www.linkedin.com/showcase/11339706/admin/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/nld.svg","NETHERLANDS","info@channable.com","Kromme Nieuwegracht 66
3512 HL Utrecht
NETHERLANDS
info@channable.com
https://www.channable.com/fr","The importance of data for the diffusion of your ads on acquisition levers. "
"CENTRALPAY","http://www.centralpay.eu","https://www.linkedin.com/company/11797405/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@centralpay.eu","19 rue Edouard vaillant
37000 Tours
FRANCE
contact@centralpay.eu
http://www.centralpay.eu","The omnichannel gift card in the e-money era: an innovation for retailers' performance and safety"
"Potions","https://get-potions.com/","https://www.linkedin.com/company/get-potions","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@get-potions.com","120 rue Cesaire Levillain
76230 Bois-Guillaume
FRANCE
contact@get-potions.com
https://get-potions.com/",""
"PayXpert","https://www.payxpert.com/","https://www.linkedin.com/company/payxpert","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/esp.svg","SPAIN","sales@payxpert.com","30 Churchill Place
E14 5RE London
SPAIN
sales@payxpert.com
https://www.payxpert.com/",""
"Synolia","https://www.synolia.com/","https://www.linkedin.com/company/synolia","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@synolia.com","59 rue de l'Abondance
69003 Lyon
FRANCE
contact@synolia.com
https://www.synolia.com/",""
"Yocuda","https://yocuda.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","edward@yocuda.com","7th Floor, 52 Grosvenor Gardens
SW1W 0AU London
UNITED KINGDOM
edward@yocuda.com
https://yocuda.com/",""
"Newland EMEA","http://www.newland-id.com/en","https://www.linkedin.com/company/newland-emea/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/nld.svg","NETHERLANDS","info@newland-id.com","Rolweg 25
4104 AV Culemborg
NETHERLANDS
info@newland-id.com
http://www.newland-id.com/en",""
"CUBYN","https://www.cubyn.com","https://www.linkedin.com/company/cubyn/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@cubyn.com","2-4 rue Jules Lefebvre
75009 Paris
FRANCE
hello@cubyn.com
https://www.cubyn.com",""
"Datalogic","http://www.datalogic.com","https://www.linkedin.com/company/datalogic","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","marketing.fr@datalogic.com","13 avenue de Norvège
91140 Villebon-sur-Yvette
FRANCE
marketing.fr@datalogic.com
http://www.datalogic.com","Benefits of Artificial Intelligence - for automatic product recognition in retail markets"
"DQE","https://dqe.tech/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info_dqe@dqe-software.com","102-116 rue Victor Hugo
92300 Levallois-Perret
FRANCE
info_dqe@dqe-software.com
https://dqe.tech/",""
"Billiv","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","lena@billiv.fr","79 Rue Notre-Dame des Champs, 6e Arron
75006 Paris 06
FRANCE
lena@billiv.fr",""
"Bringg","http://www.bringg.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/isr.svg","ISRAEL","idit.blank@bringg.com","132 Begin road
6701101 Tel Aviv
ISRAEL
idit.blank@bringg.com
http://www.bringg.com","Transforming the Role of the Store: Leverage Local Fulfillment as Your Competitive Advantage"
"MAGELLAN","https://www.magellanset.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@magellanset.com","Le Palais d'Hiver
149 Boulevard Stalingrad
69100 Villeurbanne
FRANCE
contact@magellanset.com
https://www.magellanset.com",""
"DATASOLUTION","http://www.datasolution.fr","https://www.linkedin.com/company/datasolution/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@datasolution.fr","224 rue du Faubourg Saint-Antoine
75012 Paris
FRANCE
info@datasolution.fr
http://www.datasolution.fr","How to build a modular and scalable ecommerce platform? Some insights with Saint Maclou and its headless Shopify Plus architecture"
"IN THE MEMORY","https://www.inthememory.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","nadia.elyazidi@inthememory.com","101 Rue Réaumur
75002 Paris 2
FRANCE
nadia.elyazidi@inthememory.com
https://www.inthememory.com/",""
"Trusted Shops France","https://trustedshops.fr","https://www.linkedin.com/company/trustedshops/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@trustedshops.fr","104 Rue Nationale
59800 Lille
FRANCE
sales@trustedshops.fr
https://trustedshops.fr",""
"ONEFIRST","https://onefirstgroup.com/","https://www.linkedin.com/company/onefirstgroup/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@onefirstgroup.com","47, rue Roque de Fillol
92800 Puteaux
FRANCE
contact@onefirstgroup.com
https://onefirstgroup.com/",""
"HIPAY","https://hipay.com/fr/","https://www.linkedin.com/company/hipay/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@hipay.com","94 rue de Villiers
92300 Levallois-Perret
FRANCE
contact@hipay.com
https://hipay.com/fr/","Seamless payment service online and in store"
"NEYRET","https://www.neyret.com/","https://www.linkedin.com/company/neyret-textile-identification","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@neyret.com","ZA Côte Thiollière
42014 Saint-Etienne Cedex 2
FRANCE
info@neyret.com
https://www.neyret.com/",""
"FRENCHSYS & ELITT","http://www.frenchsys.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@frenchsys.com","27 avenue de l'Opéra
75001 Paris
FRANCE
contact@frenchsys.com
http://www.frenchsys.com",""
"DAC FRANCE","https://www.dacgroup.com/fr/","https://www.linkedin.com/showcase/dac-group-fr/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","cbellenger@dacgroup.com","32, rue Alexandre Dumas
75011 Paris
FRANCE
cbellenger@dacgroup.com
https://www.dacgroup.com/fr/","How digital benefits to your local communication and omnichannel ROI"
"CHRONOPOST","https://www.chronopost.fr/fr/professionnel#/step-home","https://www.linkedin.com/company/chronopost/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","dc.contact.commercial@chronopost.fr","Direction Commerciale et Marketing
3 boulevard Romain Rolland
75014 Paris
FRANCE
dc.contact.commercial@chronopost.fr
https://www.chronopost.fr/fr/professionnel#/step-home",""
"NEXTAIL","https://nextail.co/","https://www.linkedin.com/company/nextaillabs/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/esp.svg","SPAIN","info@nextail.co","Calle Belalcazar 14
28006 Madrid
SPAIN
info@nextail.co
https://nextail.co/","Is your merchandising function agile and robust enough to match your omnichannel development?"
"SYLIUS","https://sylius.com/","https://www.linkedin.com/company/sylius/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","bonjour@sylius.com","Mieszka I 5
92415 Lódz
FRANCE
bonjour@sylius.com
https://sylius.com/",""
"CLUB DIGITAL MEDIA","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","deleguegeneral@clubdigitalmedia.fr","68 bis boulevard Pereire
75017 Paris
FRANCE
deleguegeneral@clubdigitalmedia.fr","The digitalization of Retail in France: Dream or Reality? Observatory of digital equipment in points of sale after 2 pivotal years"
"Studio Waaz","http://www.studiowaaz.com","https://www.linkedin.com/company/studio-waaz/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@studiowaaz.com","10 rue des Mésanges
64200 Biarritz
FRANCE
contact@studiowaaz.com
http://www.studiowaaz.com",""
"Custom spa","https://www.custom.biz/en_GB/home","https://it.linkedin.com/company/customspa","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/ita.svg","ITALY","info@custom.biz","Via Berettine, 2
43010 Fontevivo (PR)
ITALY
info@custom.biz
https://www.custom.biz/en_GB/home",""
"LA POSTE - COLISSIMO","https://www.colissimo.entreprise.laposte.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","lea.margottin@laposte.fr","9 rue du Colonel Pierre Avia
75015 Paris Cedex 15
FRANCE
lea.margottin@laposte.fr
https://www.colissimo.entreprise.laposte.fr",""
"MY DIGITAL WEEK","https://mydigitalweek.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","4 allée du Champreau
91190 Gif-sur-Yvette
FRANCE

https://mydigitalweek.com/","The Best Practices of the retail industry on social networks in 2022 by La Brigade du Web"
"Market Pay","https://www.market-pay.com/","https://www.linkedin.com/company/market-pay","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","fr_contact_marketpay@market-pay.com","9 rue du 4 septembre
75002 Paris
FRANCE
fr_contact_marketpay@market-pay.com
https://www.market-pay.com/",""
"Taxdoo GmbH","https://www.taxdoo.com/fr/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/deu.svg","GERMANY","claire.stephan@taxdoo.com","Valentinskamp 70
20355 Hamburg
GERMANY
claire.stephan@taxdoo.com
https://www.taxdoo.com/fr/",""
"WORLDLINE","https://fr.worldline.com/fr/home.html","https://www.linkedin.com/company/worldlineglobal/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","juliette.comte@worldline.com","1 place des Degrés
92800 Puteaux
FRANCE
juliette.comte@worldline.com
https://fr.worldline.com/fr/home.html",""
"ARTIFAKT - DEPLOY FAST, STAY ONLINE","http://www.artifakt.com","https://www.linkedin.com/company/artifakt-paas/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@artifakt.com","14 rue d'Uzès
75002 Paris
FRANCE
sales@artifakt.com
http://www.artifakt.com",""
"MONEXT","http://www.monext.fr","https://www.linkedin.com/company/203106/admin/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","communication@monext.fr","Tour Ariane
5 place de la Pyramide
92088 Paris-La Défense cedex
FRANCE
communication@monext.fr
http://www.monext.fr",""
"VERIFONE SYSTEMS FRANCE SAS","https://www.verifone.com/fr/fr","https://www.linkedin.com/company/verifone","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","emea.marketing@verifone.com","10-12 rue Paul Dautier
78140 Velizy Villacoublay
FRANCE
emea.marketing@verifone.com
https://www.verifone.com/fr/fr",""
"Lemonway","http://www.lemonway.com","https://www.linkedin.com/company/lemonway/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","asonor@lemonway.com","8 rue du Sentier
75002 Paris
FRANCE
asonor@lemonway.com
http://www.lemonway.com",""
"ANYLINE","https://anyline.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/aut.svg","AUSTRIA","hello@anyline.com","Zirkusgasse 13/2b
1020 Wien
AUSTRIA
hello@anyline.com
https://anyline.com/",""
"OneStock","http://www.onestock-retail.com","www.linkedin.com/company/onestock","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@onestock-retail.com","8 rue des Trente-Six Ponts
31400 Toulouse
FRANCE
contact@onestock-retail.com
http://www.onestock-retail.com","How Petit Bateau is boosting its omnichannel strategy for an enhanced and more sustainable user experience?"
"RAJA","http://www.raja.fr","https://www.linkedin.com/company/raja/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@raja.fr","16 rue de L'étang
ZI Paris Nord 2
95977 Roissy-CDG cedex
FRANCE
contact@raja.fr
http://www.raja.fr","How does shipping packaging meet the challenges of eco-responsibility?"
"Soldo","http://www.soldo.com","https://www.linkedin.com/company/soldo","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","businesssupport@soldo.com","119 Marylebone Road
NW1 5PU London
UNITED KINGDOM
businesssupport@soldo.com
http://www.soldo.com",""
"Zendesk","http://www.zendesk.fr","https://www.linkedin.com/company/zendesk/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","support@zendesk.com","7 Etage de l'Arche Coeur
266 place Ernest Garnier
34000 Montpellier
FRANCE
support@zendesk.com
http://www.zendesk.fr",""
"AD4SCREEN","https://ad4screen.com/","https://fr.linkedin.com/company/ad4screen","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@ad4screen.com","8 ue de Choiseul
75002 Paris
FRANCE
info@ad4screen.com
https://ad4screen.com/",""
"Hive Technologies France SAS","https://www.hive.app","https://www.linkedin.com/company/hive-logistics/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hi@hive-logistics.com","50 rue Taitbout
75009 Paris
FRANCE
hi@hive-logistics.com
https://www.hive.app","How to grow your D2C brand by leveraging your operations?"
"BEYABLE","https://marketing.beyable.com/","https://www.linkedin.com/company/beyable/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@beyable.com","241 Boulevard Voltaire
75011 Paris
FRANCE
contact@beyable.com
https://marketing.beyable.com/",""
"Shopopop","http://www.shopopop.com","https://www.linkedin.com/company/shopopop/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-91zk2","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@shopopop.com","25 rue du Ranzay
44300 Nantes
FRANCE
contact@shopopop.com
http://www.shopopop.com",""
"Colorz","http://www.colorz.fr","https://www.linkedin.com/company/colorz","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@colorz.fr","16 bis avenue Parmentier
75011 Paris
FRANCE
hello@colorz.fr
http://www.colorz.fr","How Jott transformed its customers' omnichannel and global experience with Shopify Plus in 4 months"
"FUJIAN NEWLAND PAYMENT TECHNOLOGY CO., LTD. (NEWLAND NPT)","https://www.newlandnpt.com/","https://www.linkedin.com/company/newlandnpt/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/chn.svg","CHINA","pos@newlandnpt.com","Newland Science & Technology Park
350015 Fuzhou
CHINA
pos@newlandnpt.com
https://www.newlandnpt.com/","Discover how Newland is setting a new standard for customer engagement at the point of interaction."
"LINK MOBILITY","https://www.linkmobility.fr/","https://www.linkedin.com/company/linkmobility-group","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info.fr@linkmobility.com","Immeuble ARDEKO
62 Avenue Emile Zola
92100 Boulogne-Billancourt
FRANCE
info.fr@linkmobility.com
https://www.linkmobility.fr/","Reinvent the customer experience with SMS 2.0, the case of the Galeries Lafayette virtual assistant."
"ATTRAQT","http://www.attraqt.com","https://www.linkedin.com/company/attraqt/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact-fr@attraqt.com","10 rue Treilhard
75008 Paris
FRANCE
contact-fr@attraqt.com
http://www.attraqt.com",""
"CRÉDIT AGRICOLE","https://www.credit-agricole.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","alan.boyer@ca-ps.com","83 Boulevard des Chênes 
BP48
78042 Guyancourt Cedex 
FRANCE
alan.boyer@ca-ps.com
https://www.credit-agricole.fr","How to start as e-merchant : find out choices have opened up to you."
"STACKR","http://www.stackr-group.com","https://www.linkedin.com/company/stackr/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@stackr-group.com","ZA des 2B
460 chemin du Derontet
01360 Beligneux
FRANCE
contact@stackr-group.com
http://www.stackr-group.com",""
"Transaction Network Services","https://tnsi.com/","www.linkedin.com/company/tns","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","salestnsfrance@tnsi.com","1 rue Saint Georges
75009 Paris
FRANCE
salestnsfrance@tnsi.com
https://tnsi.com/",""
"Know Your People","https://knowyourpeople.fr/","https://www.linkedin.com/company/know-your-people/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@knowyourpeople.fr","65 rue de la Cimaise
59650 Villeneuve d'Ascq
FRANCE
contact@knowyourpeople.fr
https://knowyourpeople.fr/",""
"KROOGA","https://krooga.com/fr/","https://www.linkedin.com/company/krooga-sas/mycompany/verification/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","grocheteau@krooga.com","21 pl de la République
75003 Paris
FRANCE
grocheteau@krooga.com
https://krooga.com/fr/","Export by Amazon to Europe & the US: the revenues of e-commerce companies of Blix, the accelerator of French brands"
"LUNDI MATIN","https://lundimatin-groupe.fr/","http://www.linkedin.com/company/lundi-matin-sas","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@lundimatin.fr","144 rue d'Odin
Immeuble le Mustang
34000 Montpellier
FRANCE
contact@lundimatin.fr
https://lundimatin-groupe.fr/",""
"SARBACANE","http://www.sarbacane.com","https://www.linkedin.com/company/2028789/admin/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@sarbacane.com","3 avenue Antoine Pinay
ZAC des 4 Vents
59510 Hem
FRANCE
contact@sarbacane.com
http://www.sarbacane.com","Digital communication for retail: efficiency and performance"
"ASSOCIATION DU PAIEMENT","http://www.associationdupaiement.fr","https://www.linkedin.com/company/10982547","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@associationdupaiement.fr","128 rue de la Boétie
75008 Paris
FRANCE
contact@associationdupaiement.fr
http://www.associationdupaiement.fr",""
"FREQUENTIEL","https://frequentiel.com/fr/","https://www.linkedin.com/company/frequentiel/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@frequentiel.com","Immeuble l'Albatros
1 bis rue Antoine Lavoisier
31770 Colomiers
FRANCE
contact@frequentiel.com
https://frequentiel.com/fr/",""
"Naomi","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","64 boulevard de Cambrai
59100 Roubaix
FRANCE",""
"Joom","http://www.joom.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/est.svg","ESTONIA","verabazhenova@joom.com","Gustava Zemgala gatve 78-1
98 Granville Road, Tsim Sha Tsui East
LV-1039 Riga
ESTONIA
verabazhenova@joom.com
http://www.joom.com",""
"SHIPSTATION","http://www.shipstation.com","https://www.linkedin.com/company/shipstation/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","sales@shipstation.fr","200 Grays Inn Road
WC1X 8XZ London
UNITED KINGDOM
sales@shipstation.fr
http://www.shipstation.com","Improve your customer experience with the best shipping solution"
"Storyblok","https://www.storyblok.com/","https://www.linkedin.com/company/storyblok/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/aut.svg","AUSTRIA","sales@storyblok.com","Peter-Behrens-Platz 2
4020 Linz
AUSTRIA
sales@storyblok.com
https://www.storyblok.com/","The future of storytelling: the product, the brand and the why"
"Seiko Instruments","http://www.seiko-instruments.de","https://www.linkedin.com/company/seikoinstrumentsgmbh","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/deu.svg","GERMANY","info@seiko-instruments.de","Siemensstrasse 9
63263 Neu-Isenburg
GERMANY
info@seiko-instruments.de
http://www.seiko-instruments.de",""
"PriceComparator","https://pricecomparator.pro/","https://www.linkedin.com/company/pricecomparator-pro/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@pricecomparator.pro","Cap Alpha
9 Avenue de l'Europe
34830 Clapiers
FRANCE
contact@pricecomparator.pro
https://pricecomparator.pro/","How to ensure sales on your e-commerce and on marketplaces despite inflation, supply difficulties and competition?"
"IRIS IT","","https://www.linkedin.com/company/iris-informatique/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@iris-it.fr","115 rue de Lisbonne
62138 Douvrin
FRANCE
contact@iris-it.fr",""
"CHECKOUT.COM","http://www.checkout.com","https://www.linkedin.com/company/checkout/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","yourpayments@checkout.com","37-39 rue de Surène
75008 Paris
FRANCE
yourpayments@checkout.com
http://www.checkout.com",""
"Amazon Pay","https://pay.amazon.fr/","https://www.linkedin.com/showcase/amazon-pay/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","margmaur@amazon.lu","38 avenue John F. Kennedy
L-1855 Luxembourg
FRANCE
margmaur@amazon.lu
https://pay.amazon.fr/",""
"BROTHER","https://www.brother.fr/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@brother.fr","Parc des Reflets - Paris Nord II
165 avenue du Bois de la Pie
BP 40061 
95913 Roissy CDG Cedex
FRANCE
info@brother.fr
https://www.brother.fr/",""
"Sympl.","https://sympl.fr/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@sympl.fr","259 rue saint Honoré
voie f porte 7
75018 Paris
FRANCE
contact@sympl.fr
https://sympl.fr/",""
"Comarch","http://www.comarch.fr","https://www.linkedin.com/company/comarch-sas/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@comarch.fr","17 rue Paul Langevin
ZI du Hellu
59260 Lezennes
FRANCE
contact@comarch.fr
http://www.comarch.fr",""
"PAYSURF - CIC","http://www.paysurf.eu","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@paysurf.eu","4 Rue Frédéric-Guillaume Raiffeisen
67000 Strasbourg
FRANCE
contact@paysurf.eu
http://www.paysurf.eu",""
"Bridge","https://bridgeapi.io/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@bridgeapi.io","4 rue de la Pierre Levée
75011 Paris
FRANCE
sales@bridgeapi.io
https://bridgeapi.io/",""
"Actito","http://www.actito.com/fr-BE","https://www.linkedin.com/company/actito/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","yasmine.chandid@actito.com","11 rue du Faubourg Poissonnière
75009 Paris
FRANCE
yasmine.chandid@actito.com
http://www.actito.com/fr-BE",""
"BOWE FRANCE","https://bowe.com/en/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","commercial@bowe.fr","58 rue de Neuilly
Parc des Guillaumes
Bâtiment A1
93133 Noisy-le-Sec cedex
FRANCE
commercial@bowe.fr
https://bowe.com/en/",""
"Joko","https://www.joko.com/fr","https://www.linkedin.com/company/18764169/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","nsalatbaroux@joko.com","Impasse de la planchette
75003 Paris
FRANCE
nsalatbaroux@joko.com
https://www.joko.com/fr",""
"BRIGHT DATA","http://www.brightdata.com","https://www.linkedin.com/company/bright-data/?originalSubdomain=il","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/isr.svg","ISRAEL","sales@brightdata.com","HaMahshev St 3
4250713 Netanya
ISRAEL
sales@brightdata.com
http://www.brightdata.com","Winning more with web data - A real life success story explored"
"GALITT","https://www.galitt.com/","https://www.linkedin.com/company/63323/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","albane.napierala@galitt.com","1 rue Serpentine
Immeuble Latitude
92903 Paris - la Défense
FRANCE
albane.napierala@galitt.com
https://www.galitt.com/",""
"GLS France","https://gls-group.com/FR","https://www.linkedin.com/company/gls-france/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","information@gls-france.fr","14 rue Michel Labrousse
CS 93730
31037 Toulouse cedex 1
FRANCE
information@gls-france.fr
https://gls-group.com/FR","Customer Experience Innovation: boost your growth with geolocated delivery!"
"MBE France","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","37 bis rue du Général Leclerc
92130 ISSY-LES-MOULINEAUX
FRANCE",""
"Medialeads","https://medialeads.fr/","https://www.linkedin.com/company/medialeads/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","bastien@medialeads.fr","Agropole
47210 Estillac
FRANCE
bastien@medialeads.fr
https://medialeads.fr/","Birds'Marketplace, the new generation Saas Solution for your marketplace (products and services) emerging from the partnership between two expert agencies"
"ATHESI","http://www.athesi.com","https://www.linkedin.com/company/athesi","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sebastien.michellet@athesi.com","31 rue des Clotais
94360 Bry-sur-Marne
FRANCE
sebastien.michellet@athesi.com
http://www.athesi.com",""
