"exhibitor_company_name","exhibitor_city","exhibitor_state","exhibitor_country","exhibitor_description","exhibitor_website","exhibitor_linkedin","exhibitors_page_url"
"Olvin","London","","United Kingdom","Olvin is an AI-driven business intelligence platform for the retail, real estate and hospitality sectors.   Using the latest advances in machine learning, we analyse billions of data points to predict offline consumer demand. This helps businesses take data driven decisions to optimise labour, plan assortment and improve site selections. This intelligence is accessible in the form of actionable and meaningful insights in our self-service web application called Almanac.","https:http://www.olvin.com","https://www.linkedin.com/company/olvin/","https://nrfbigshow.nrf.com/company/olvin"
"One Source","Greenville","NC","United States","One Source is the leading provider of Telecommunications Lifecycle Management, Managed Mobility, Network Management and Managed Security Services for Mid-Market and Enterprise organizations across North America. Today, One Source manages more than 1,200 customers, 40,000 business locations, and over two million assets throughout the U.S. One Source generates triple-digit ROI for customers through contract negotiation, portfolio optimization, ongoing expense management and overall lifecycle methodology across it's clients engagements with a focus on strategic alignment to the overall business needs. One Source partners with industry leading experts and technology solutions to deliver Enterprise level solutions including Cisco, Trellix, Microsoft, Crowdstrike, Trextel and others. Additionally, on top of our 24/7/365 US based Help Desk, One Source delivers Field Services support through our nationwide network using smart hands technicians. One Source’s approach empowers businesses to focus on customers and revenue-generating activities. Learn more at https://www.onesource.net/.","https:http://www.onesource.net","https://www.linkedin.com/company/one-source-communications/mycompany/verification/","https://nrfbigshow.nrf.com/company/one-source"
"Onebeat","Ramat Gan","Center","Israel","Onebeat created an AI-driven retail technology that uses short-term predictions to translate customer behavior into real-time day-to-day actions that maximize sell-through and overall sales. With AI algorithms we optimize the whole retail process, all the way from initial product allocation to replenishment to liquidations.  We break the product down into basic attributes, then adjust the amount of inventory in different retail segments such as fashion, luxury goods, consumer electronics, DIY, and more.","https://1beat.com/","https://www.linkedin.com/company/1beat","https://nrfbigshow.nrf.com/company/onebeat"
"OneShop Inc.","New Paltz","MN","United States","","https://oneshopretail.com/","","https://nrfbigshow.nrf.com/company/oneshop-inc"
"OneSource Virtual","Coppell","TX","United States","OneSource Virtual is a leading provider of Workday Services, Solutions, and Products. Founded in 2008 in Dallas, Texas, we operate in North America and Europe to deliver outcomes that boost productivity, improve compliance, and increase internal capacity for over 1,300 customers around the world. Since our founding, we have been awarded numerous accolades and have a 98% customer retention rate. Our leadership teams are composed of highly experienced professionals in their respective fields. Together they offer the expertise and deep knowledge of the global marketplace to deliver comprehensive solutions and services for HR and Finance & Accounting.","https://onesourcevirtual.com","https://www.linkedin.com/company/onesource-virtual/mycompany/","https://nrfbigshow.nrf.com/company/onesource-virtual"
"OneView Commerce","Hingham","MA","United States","OneView’s unified commerce platform transforms point of sale and store engagement by using our powerful transaction engine to abstract basket creation, calculation and checkout functions from siloed, disparate store and commerce systems. Synthesizing data and transaction execution to the omnichannel ‘moment of action,’ OneView empowers digital reach into stores, improves inventory accuracy, optimizes order flow and provides actionable insight into active baskets with every product scan. The Kroger Company, Australia Post and Molton Brown use OneView’s SaaS and headless store solutions to overcome legacy constraints and unlock store technology from static checkout lanes into the hands of customers and associates for click-to-brick engagement in point of sale, self-service, pickups and delivery.   See us in booth 3375 | www.oneviewcommerce.com | Twitter: @oneviewcommerce","https:http://www.oneviewcommerce.com","https://www.linkedin.com/company/oneview-commerce/","https://nrfbigshow.nrf.com/company/oneview-commerce"
"OnQ","Hayward","CA","United States","OnQ creates breakthrough retail display solutions that help retailers and brands win at scale. Successful shopper engagement in high-volume stores requires a thoughtful blend of security,  technology and ongoing insights. We have successfully managed hundreds of projects leveraging  these elements to make an impact in demanding retail environments. OnQ is your end-to-end partner. Our up-front design approach balances the complex needs of  retailer, brand and shopper; our back-end Display Intelligence® platform deepens shopper  engagement, drives more sales and creates lasting connections. OnQ. For the Love of Retail.","https:http://www.onqsolutions.com","https://www.linkedin.com/company/982894","https://nrfbigshow.nrf.com/company/onq"
"Ooma","Sunnyvale ","CA","United States","","https:http://www.ooma.com","","https://nrfbigshow.nrf.com/company/ooma"
"OPEX Corporation","Moorestown","NJ","United States","OPEX Corporation provides Next Generation Automation, including warehouse, document and mail automation solutions, to customers around the globe. With headquarters in Moorestown, NJ – and facilities in Pennsauken, NJ; Plano, TX (Dallas metro); France; Germany; Switzerland; Australia and the United Kingdom – OPEX has more than 1600 employees committed to reimagining and delivering innovative, scalable, unique technology solutions to solve the business challenges of today.","https:http://www.warehouseautomation.com","","https://nrfbigshow.nrf.com/company/opex-corporation"
"OptConnect","Kaysville","UT","United States","","https:http://www.optconnect.com","","https://nrfbigshow.nrf.com/company/optconnect"
"Opterus Inc.","Toronto","ON","Canada","Opterus is a leading global provider of a cost-effective, easy-to-implement store information and execution management solution that increases productivity and improves retail enterprise communications. Opterus’ flagship solution, OPSCENTER, is an on-demand, web-based retail portal designed to communicate corporate policy and day-to-day objectives between corporate office and store locations. Deployed in over 45 countries in 30 different languages, the solution is specifically designed for retail operations, and provides frontline associates with clear, concise, and timely direction, along with the proper tools to best do their jobs to support corporate initiatives. Intuitive mobile and desktop interfaces. For additional information about Opterus, please visit http://www.opterus.com. Opterus' three solution are: OPSCENTER, OPSEngine, and Holler","https:http://www.opterus.com","https://www.linkedin.com/company/1603946","https://nrfbigshow.nrf.com/company/opterus-inc"
"OPTEX Inc.","Rancho Dominguez","CA","United States","OPTEX is the world leader in sensing solutions. With over 40 years of experience and over 25 companies in our global portfolio, OPTEX specializes in security sensing solutions utilizing laser, passive and active infrared detection technology including a variety of hardwired and wireless outdoor and indoor products. OPTEX perimeter security solutions are respected globally with applications deployed at some of the world's most critical security sites. Founded in 1979, the OPTEX Group continuously innovates to create a safe, secure, and comfortable society. We look at the rapidly shifting challenges faced by companies and individuals daily and use our unique expertise to create innovative, user-friendly solutions. In this process, our focus is always on uncovering the fundamental issues underlying a problem, allowing us to develop real and long-term answers.","https://www.optexamerica.com/","https://www.linkedin.com/company/optex","https://nrfbigshow.nrf.com/company/optex-inc"
"Opticon, Inc.","Renton","WA","United States","Opticon We Scan, Connect and Communicate Since 1976, Opticon has been providing the retail industry with a wide range of affordable and reliable barcode scanning solutions including point-of-sale and presentation scanners, mobile computers and Bluetooth ring and pocket-sized scanners. Featuring innovative design and engineering from the ground up, Opticon’s solutions offer advances in performance without sacrificing quality.  Opticon will be showcasing (booth 6603) our barcode scanning solutions along with our digital signage and electronic shelf labeling (ESL) offerings.  With the Opticon ESL system, companies can quickly recover their investment by realizing benefits beyond just labor and cost savings, such as building and enhancing customer loyalty and satisfaction, streamlining store operations, improving product margins and increasing sales. Our ESL system features full color TFT screens and various sizes of e-paper based displays and is highly customizable and scalable as it features centralized administration of all devices with 100% content flexibility.","https:http://www.opticonusa.com","https://www.linkedin.com/company/opticon-world","https://nrfbigshow.nrf.com/company/opticon-inc"
"Optimum Retailing","Brooklyn","NY","United States","Optimum Retailing is the in-store experience management solution used by the world’s largest multi-location retailers and service providers. We empower consumer electronic retailers, CPGs, QSRs and banks to deliver flawless customer, brand and product experiences in every store. Improving compliance, driving stronger results and fostering brand love. OR is the only solution that lets head office and frontline teams easily manage every element in every location in real time. From graphics and products, to fixtures and floor plans. From marketing and merchandising, to retail and field operations. From national to regional to local. Optimum Retailing is the industry’s most robust end-to-end solution, fully customizable for the unique needs of your brand.  Clients such as Verizon, Adidas, Virgin Mobile and Bell see: · 20-30% reduction in non-selling hours · 7-12% increase in topline revenue from insights gained · 25-30% increase in traffic Let us help you increase compliance and perfect your in-store experience.","https://optimumretailing.com/","https://www.linkedin.com/company/optimumretailing","https://nrfbigshow.nrf.com/company/optimum-retailing"
"Optoro","Washington","DC","United States","Optoro is the leading provider of returns technology for retailers and brands, using data and real-time decision making to make returns better for customers, retailers, and the planet. From a customizable online customer returns portal, to warehouse processing and resale, we offer one unified platform to improve outcomes across all points in the returns process. Leading retailers and brands trust Optoro’s solution to make returns a strategic advantage for their business and enable sustainability initiatives across their supply chain. Learn more about Optoro's solutions at www.optoro.com.","https:http://www.optoro.com","https://www.linkedin.com/company/optoro","https://nrfbigshow.nrf.com/company/optoro"
"Oracle America, Inc.","Austin","TX","United States","Oracle provides retailers with a complete, open, and integrated suite of best-of-breed business applications, cloud services, and hardware that are engineered to work together and empower commerce. Leading fashion, grocery, and specialty retailers use Oracle solutions to anticipate market changes, simplify operations and inspire authentic brand interactions. For more information, visit our website at www.oracle.com/retail. Merchandise Planning, and Optimization  Merchandise Operations Management Omnichannel Suite including Commerce, Point-of-Service, Customer Engagement and Order Management Retail Insights and Analytics Supply Chain Management and Execution","","https://www.linkedin.com/company/oracle-retail/","https://nrfbigshow.nrf.com/company/oracle-america-inc"
"Orckestra","Longueuil","QC","Canada","Sell from any channel. Fulfill from any location.  Your business, your terms. Orckestra provides a flexible and scalable distributed order management solution with built-in store fulfillment capabilities that allows grocers to grow their omnichannel revenue while improving operational efficiency and exceeding customer expectations.  What makes us different?   We are an API-first platform that grows with you   We offer powerful workflows to support your business   We turn your stores into hyperlocal fulfillment centers   We have user-friendly business apps   We have dedicated grocery apps   We support last-mile delivery  Don't settle for good. You deserve great. Visit us at booth # 6109","https:http://www.orckestra.com","https://www.linkedin.com/company/orckestra-conseil-inc-/","https://nrfbigshow.nrf.com/company/orckestra"
"Oriient IndoorGPS","Tel-Aviv","Tel-Aviv","Israel","Accurate in-store location without hardware - no beacons, no Wi-Fi.   Oriient IndoorGPS embeds easily into retailers' mobile apps, enhancing the physical store journey.  Offering direct navigation to products recovers lost revenues due to unfound items, and using proximity promotions increases basket size.","https:http://www.Oriient.me","https://www.linkedin.com/company/oriient/?viewAsMember=true","https://nrfbigshow.nrf.com/company/oriient-indoorgps"
"Orion Governance Inc.","San Mateo","CA","United States","Founded in 2017, Orion’s mission is to disrupt the information management space. Our Enterprise Information Intelligence Graph (EIIG) is a cloud-based, vendor/technology agnostic SaaS platform that provides the most comprehensive metadata knowledge graph in the industry. The EIIG has persona-based visualizations to create a self-defined data fabric with detailed cataloging, traceability, data quality and analytics capabilities; the result of ML/AI automation that enables enterprises to take control of their complex IT landscape in near real-time. Customers include Global 5000 companies in banking insurance, retail, healthcare, telecom and information technology that are challenged by a variety of complexities; regulatory, cloud migration, transformational and silo-based constraints. Orion is headquartered in the San Francisco Bay Area, with global offices in other US cities, Estonia, Sweden and India.","https:http://www.oriongovernance.com","https://www.linkedin.com/company/orion-information-governance-solutions","https://nrfbigshow.nrf.com/company/orion-governance-inc"
"Orium","Toronto","ON","Canada","","","","https://nrfbigshow.nrf.com/company/orium"
"OSF Digital","Short Hills","NJ","United States","OSF Digital is a digital transformation partner delivering innovative commerce solutions and services since 2003. With a global footprint, we continue to expand our award-winning team and expertise to serve our worldwide clients. https://osf.digital/","https:http://osf.digital","https://www.linkedin.com/company/osf-digital/","https://nrfbigshow.nrf.com/company/osf-digital"
"OuterBox","Akron","OH","United States","OuterBox is the #1 name in results-driven online marketing, with a focus on SEO, Paid Advertising, Email Marketing, Social Media and Web Development. Recently rated the #1 eCommerce SEO agency in the world, for the past 20 years we have dominated the realm of search marketing with our innovative best practices, delivering billions of dollars in annual revenue for our clients. With our entire team in-house and stateside, we leverage proven strategies to drive the results you deserve, rather than do what most marketing agencies do, which is throw stuff at the wall to see what sticks. That ""stuff"" is your money, and we don't like wasting it! With nearly 20 years of experience servicing thousands of clients across hundreds of verticals, we know what it takes to succeed online in any space, whether you're B2B or B2C organization (or a combination of both). Stop by booth #6505 to talk to our experts and discover what we can do for you!","https:http://www.outerboxdesign.com","https://www.linkedin.com/company/outerbox/","https://nrfbigshow.nrf.com/company/outerbox"
"Pactera Edge","Redmond","WA","United States","","https:http://www.pacteraedge.com","","https://nrfbigshow.nrf.com/company/pactera-edge"
"Pactum AI Inc","Mountain View","CA","United States","","","","https://nrfbigshow.nrf.com/company/pactum-ai-inc"
"Pairzon","Tel Aviv","","Israel","Pairzon is a Customer Data Platform designed for retail marketers. By consolidating all fragmented data sources (IN STORE & ONLINE ) into a unified dashboard, our AI-powered platform converts omnichannel transactions into optimized digital audiences that increase retention, reduce CAC and boost ROI.  Fueled by real-time transactional data, Pairzon ‘pairs’ fragmented online / in-store identities to guarantee that marketers and digital agencies spend wisely and maximize ROI. Our customers use Pairzon's platform on a daily basis as their ""morning dashboard"" to analyze, strategize and optimize their digital activities.  Pairzon helps retail marketers become DATA EXPERTS  Empowering them to boost sales and measure the efficiency of campaigns in real time without relying on Data Scientist resources.  With Pairzon, retail marketers can use first party data to create high resolution audiences, make actionable predictions and conquer immediate goals:  Reducing CAC.  Identify opportunities,  Optimizing campaigns,  and boosting ROAS.","https:http://www.pairzon.com","https://www.linkedin.com/company/pairzon-ai/","https://nrfbigshow.nrf.com/company/pairzon"
"PAL Robotics","Barcelona","","Spain","StockBot: the autonomous robot for inventory-tracking & data collection Have your stock located and gather in-store intelligence Using RFID or cameras, StockBot accurately locates each product in store as frequently as you want. This is key to outstanding store management; improving your restocking system, developing money-mapping strategies and for taking better data-driven decisions. StockBot generates data that meets your needs and seamlessly integrates with your systems.  Start working without any store modifications – a single initial set-up is all that StockBot needs and the robot adapts to different sized spaces automatically. Stockbot navigates safely in changing spaces and with people around, even if the shop is open. Collect data at any time with StockBot.  Keep it on track  PAL Robotics' mission is to enhance people’s quality of life through service robotics and automation technologies. Since 2004, we have designed and manufactured highly integrated and reliable solutions for service industries and research institutions. We have solutions that are used worldwide for industry, logistics, service and retail.","https:http://pal-robotics.com/","https://www.linkedin.com/company/pal-robotics/","https://nrfbigshow.nrf.com/company/pal-robotics"
"Palo Alto Networks","Santa Clara","CA","United States","Palo Alto Networks, the global cybersecurity leader, continually delivers innovation to enable secure digital transformation—even as the pace of change is accelerating. OUR MISSION  To be the cybersecurity partner of choice, protecting our digital way of life.   WHAT WE DO  We enable secure digital transformation. Our best-of-breed platforms, world-class threat intelligence and expert services deliver what’s next in cybersecurity. Retailers around the world trust Palo Alto Networks to safeguard their rapidly-changing and expanding digital environments. Learn more.  Ultimate Test Drive  See firsthand how you can improve your security posture and protect your organization from tomorrow’s threats. Take the Test Drive. Best Practices & Tools  Take a best practice assessment to see how you can maximize your ROI and strengthen security across your deployment. Start Your BPA.","https:http://www.paloaltonetworks.com","https://www.linkedin.com/company/palo-alto-networks","https://nrfbigshow.nrf.com/company/palo-alto-networks"
"Paradox","Scottsdale","AZ","United States","Paradox is building the world's leading conversational recruiting software to drive automation with a human touch. Serving global clients with hiring needs across high-volume hourly and high-skilled professional roles, our conversational assistant Olivia does the work talent teams don't have time for — streamlining tasks like screening, interview scheduling, and more through fast, easy, mobile-first interactions. We just acquired Traitify, adding simple, visual personality assessments to our product offering. We support some of the world's largest employers — including Unilever, McDonald's, CVS Health, Nestle, Lowe's, and General Motors — and have been honored with numerous awards, including Human Resource Executive's Best HR Product of 2019 and consecutive honors in 2020 and 2021 as one of Forbes Top Startup Employers. Paradox was recently named the 225th fastest growing company in the country in the Inc 5000. To learn more, visit www.paradox.ai.","https:http://paradox.ai","","https://nrfbigshow.nrf.com/company/paradox"
"Parcel Pending","Irvine","CA","United States","Quadient is the leading parcel management provider for retailers worldwide and the exclusive locker provider for Lowe’s Home Improvement. With over 15,000 placements globally, Parcel Pending by Quadient offers a wide range of solutions that ensure simple, secure, and seamless online order pick-ups and returns.   For more information about Parcel Pending by Quadient, visit:   parcelpending.com/markets/retail-parcel-lockers/","https:http://www.parcelpending.com","https://www.linkedin.com/company/parcelpending","https://nrfbigshow.nrf.com/company/parcel-pending"
"parcelLab","Boston","MA","United States","parcelLab reimagines the post-purchase customer experience to realize its full potential, enabling brands to meaningfully connect with customers following a purchase - from order delivery to return. Customer experience that’s predictive and personalized requires one post-purchase platform that’s fully integrated into existing tech stacks to give brands end-to-end visibility into their last-mile logistics. parcelLab enables brands to build journeys, not single touchpoints. And harness the power of data through wide-scale visibility of data across need-to-know teams, like CS. Working hand-in-hand, the parcelCrew is dedicated to ongoing, consultative partnership. Differentiate your CX with a PPX platform that’s flexible and fully customized to your goals. Ensure strong customer retention through consistent moments of authentic customer delight. Automate, personalize, predict and engage to drive repeat purchases, decrease “where is my order” inquires, increase reviews with smart post-purchase.","https://parcellab.com","https://www.linkedin.com/company/parcellab/","https://nrfbigshow.nrf.com/company/parcellab"
"Parker Avery Group","Marietta","GA","United States","The Parker Avery Group is a leading retail consulting firm that specializes in transforming organizations and optimizing operations through the development of competitive strategies, business process design, advanced analytics, change management, and implementation of solutions that enable key capabilities. Services include:  Business Process Transformation​   Organizational Change Management   Retail Systems & Capabilities Assessment​   Roadmap Development    Advanced Analytics   Software Selection​   Solution Implementation  We are industry executives and highly regarded consultants who bring senior-level experience, deep talent, and proven methodologies to global retailers.  We focus on key retail  functional areas:  Merchandising & Category Management   Pricing & Promotions   Demand Forecasting & Planning   Assortment & Item Planning   Product Development, Supply Chain, Allocation, & Replenishment   Omnichannel Order Management & Fulfillment   Omnichannel and Store Operations Execution","https://parkeravery.com","https://www.linkedin.com/company/the-parker-avery-group/","https://nrfbigshow.nrf.com/company/parker-avery-group"
"ParTech, Inc.","New Hartford","NY","United States","","https:http://www.partech.com","","https://nrfbigshow.nrf.com/company/partech-inc"
"Partner Tech","Irvine","CA","United States","Partner Tech is a leading manufacturer of innovative products for a multitude of verticals including: Retail, Hospitality, Cinemas, Cruise lines, Stadiums, Gaming, Warehousing, and more.  We have developed our vast product line that encompasses All-in-One terminals of many sizes, Ruggedized tablets, Kiosks-both tabletop and floor standing, hand-held terminals, digital signage and Intelligent Store Solutions, with our partners input in mind.  We build for the environment which requires strong, long-life components and back up our claims with warranties that range up to 5-years.  Whether the order is one unit or 10,000, we strive for perfection every day","https:http://www.partnertechcorp.com","","https://nrfbigshow.nrf.com/company/partner-tech"
"Pathr.ai","Mountain View","CA","United States","Pathr.ai is building digital analytics for the retail world, helping your organization understand customer behavior inside your physical stores. By using your untapped pool of data from existing camera infrastructure, Pathr.ai provides real-time and scalable AI-powered Spatial Intelligence solutions that drive growth and reduce costs, delivering a +20x ROI.  Address a variety of retail use cases including: Optimizing store operations by monitoring checkout queues and wait times Measuring true sales conversion rates by understanding entrance and group sizes Understanding the effectiveness of merchandise and displays based on customer traffic and dwell times Reacting with real-time alerts that drive better customer experiences and stronger sales conversion Value is delivered via a series of dashboards and action recommendations, as well as a number of real-time alerts to guide employee actions. Our simple and cost effective pilots and ongoing pricing structure allows for fast proof of value and easy expansion with success.       To learn more about Pathr.ai, please visit https://pathr.ai or contact us at info@pathr.ai.","https:http://www.pathr.ai","https://www.linkedin.com/company/pathr/ ","https://nrfbigshow.nrf.com/company/pathrai"
"PAX Technology, Inc.","Jacksonville","FL","United States","PAX Technology, Inc. is one of the largest electronic payment solution providers in the world, with 60 million terminals located in over 120 countries. As a leading global manufacturer of payment solutions, we are committed to delivering innovative, high-quality, and secure payment solutions to businesses, large and small, worldwide.   Schedule a meeting with our team at Retail's Big Show for a chance to win a $500 Disney gift card!","https://www.pax.us","https://www.linkedin.com/company/pax-technology/","https://nrfbigshow.nrf.com/company/pax-technology-inc"
"Payinnov SAS","Vierzon","","France","","","","https://nrfbigshow.nrf.com/company/payinnov-sas"
"PayPal","San Jose","CA","United States","","https:http://www.paypal.com","","https://nrfbigshow.nrf.com/company/paypal"
"Paytweak","Paris","","France","","","","https://nrfbigshow.nrf.com/company/paytweak"
"Peak","New York","NY","United States","Peak is an AI company that provides the platform, applications and services to help businesses harness the potential of AI to increase revenues, profits and efficiency.Peak’s cloud AI platform provides a broad feature set that enables technical and commercial teams to build, deploy and manage AI applications at scale across an entire business.It also features a library of ready-to-go applications that fit a variety of use cases across sectors including CPG, Retail and Manufacturing. These applications allow users to rapidly apply AI to deliver on commercial objectives, while giving them the tools they need to extend their use of it over time.","https:http://www.peak.ai","https://www.linkedin.com/company/peak-ai/","https://nrfbigshow.nrf.com/company/peak"
"Peak Technologies, Inc.","Lithium Heights","MD","United States","Peak Technologies is a leading system integrator of digital supply chain, retail, and mobile workforce solutions. From the loading dock to the retail floor, Peak enables retailers to operate more efficiently and elevate the customer experience with solutions driven by the latest technology. With over 35 years of expertise, Peak has helped some of the world’s most successful retailers thrive with transformational digital solutions including: Customizable, mobile self-checkout carts, kiosks, price checkers, and more for customer convenience, frictionless checkout, and better workforce management Custom, temperature-controlled pick-up locker stations and mobile lockers that complete Click & Collect solution M-Netics omnichannel retail suite of applications for Product Inquiry, Price Management, Click & Collect, Fulfill from Store, and Stock Management   Peak Analytics for retail distribution – remove bottlenecks made by problem packages, minimize touchpoints in transit to keep your omnichannel supply chain moving fast and efficiently To learn more about Peak’s extensive retail application experience, visit www.peaktech.com.","https:http://www.peaktech.com","https://www.linkedin.com/company/peaktechna/mycompany/verification/","https://nrfbigshow.nrf.com/company/peak-technologies-inc"
"Pear Commerce, Inc.","Minneapolis","MN","United States","Pear Commerce helps diehard fans of CPG brands make retailer connections, creating a new direct-to-cart shopper acquisition channel for retailer partners.   Pear powers product locators on brand websites such as General Mills, Henkel, Fujifilm, Liquid Death, Dr. Teal's, and Perdue Farms - aggregating the traffic to partnered retailers. Pear is on-pace to become the largest aggregator of this type in 2023. There's no cost for inclusion","https://pearretail.com/","https://www.linkedin.com/company/pear-commerce/","https://nrfbigshow.nrf.com/company/pear-commerce-inc"
"peicom GmbH","Bad Homburg","Hesse","Germany","","https:http://www.peicom.com","https://www.linkedin.com/company/peicom-gmbh/","https://nrfbigshow.nrf.com/company/peicom-gmbh"
"Pentland Firth Software GmbH","München","Bavaria","Germany","","https:http://www.pentlandfirth.com","","https://nrfbigshow.nrf.com/company/pentland-firth-software-gmbh"
"Perfect Corp.","New York","NY","United States","","https:http://www.PerfectCorp.com","https://www.linkedin.com/company/perfect-corp","https://nrfbigshow.nrf.com/company/perfect-corp"
"PFS","Allen","TX","United States","PFS is the premier eCommerce order fulfillment provider. We facilitate each operational step of an eCommerce order in support of DTC and B2B retail brands. Our scalable solutions support customized pick/pack/ship services that deliver on brand ethos with each order. A proven order management platform, as well as high-touch customer care reinforce our operation. In addition to highly customized fulfillment operations at scale, we offer omnichannel technologies that ensure you can thrive in a digital-first future. RetailConnect, for example, equips you to expand delivery options by turning your stores into micro-fulfillment centers. With cloud-based technology and lightweight hardware, RetailConnect enables a true omnichannel operation without interrupting ongoing store operations. Our core verticals include health and beauty, jewelry, apparel, footwear, and CPG organizations. With 20+ years as an industry leader, PFS is the BPO of choice for brand-centric omnichannel operations. Grow your brand with PFS’ eCommerce fulfillment services designed to keep your spirit and values front and center.","https://www.pfscommerce.com/","https://www.linkedin.com/company/pfscommerce/","https://nrfbigshow.nrf.com/company/pfs"
"Picavi U.S. Inc","Chicago","IL","United States","Picavi GmbH is an award-winning full-service provider with wearables expertise in Pick-by-Vision solutions. Users wearing smart glasses are given strict and user-friendly “visual guidance” to complete processes in a warehouse, manufacturing or in-store fulfillment setting, allowing workers to maximize their productivity, and minimize errors while working hands-free. Picavi's solution is being used by numerous logistics experts in a variety of sectors around the globe. Customers realize productivity improvements, shorter training times, error reduction and improved ergonomics.","https:http://picavi.com","https://www.linkedin.com/company/picavi-gmbh","https://nrfbigshow.nrf.com/company/picavi-us-inc"
"Pimberly","New York","NY","United States","Product data is what we’re passionate about. We empower brands to create amazing product experiences that drive revenue growth. Pimberly is the platform for all your product data and digital assets.   A centralized hub that enables you to create that vital golden record for all product information. Have total confidence in the quality and accuracy of your product data to ensure your customers are always getting the best possible experience.   Gather, store, enrich, and distribute everything to unlimited sales channels from one place. Pimberly is an innovative, cloud-based, SaaS PIM (Product Information Management), DAM (Digital Asset Management), and Workflow platform. It’s designed to handle unlimited numbers of SKUs, data feeds, and channels for leading brands and businesses Perfect for retailers looking to excel and grow their eCommerce operations. The scalability of the Pimberly platform means there are no barriers to growth. Transform the way you manage product data and achieve eCommerce excellence with the Pimberly PIM and #TeamBlue💙","https://pimberly.com/","https://www.linkedin.com/company/pimberly/","https://nrfbigshow.nrf.com/company/pimberly"
"Pimster","Le Chesnay","","France","","","","https://nrfbigshow.nrf.com/company/pimster"
"Pio","Stavanger","","Norway","WAREHOUSE AUTOMATION FOR SMBs  At Pio, we know that you want to remain independent.  In order to do that, you need time to focus and grow your business. The problem – fulfillment is taking up more of your time and resources, distracting you from your goals and leading to frustration. We believe the ecommerce playing field is unfair and favors the big players, which is why we have been making industry leading robot technology for 25 years.  Our parent company, AutoStore, delivers revolutionary cube-based warehouse solutions on a massive scale. With Pio, small to medium-sized businesses can also benefit from this technology —tech previously only available to the big corps. Here’s how we do it: We install Pio in your warehouse in a week Connect it to your CMS with our Shopify plugin (or integrate to our open API) Fill the grid with your products Robots deliver products to a worker  With a Pio: Reduce your storage footprint by up to 10x Increase your pick and pack rate by up to 5x Regain control over your customer experience Become a fulfillment pro virtually overnight Stop losing money on inefficient operations and poor space utilization.","https:http://www.pio.com","https://www.linkedin.com/company/pioautomation","https://nrfbigshow.nrf.com/company/pio"
"Pivotree","Toronto","ON","Canada","Pivotree, a leader in frictionless commerce, designs, builds and manages digital platforms in Commerce, Data Management, and Supply Chain for over 250 major retailers and branded manufacturers globally. Pivotree’s portfolio of digital solutions, managed and professional services help provide retailers with true end-to-end solutions to manage complex digital commerce platforms, along with ongoing support from strategic planning through platform selection, deployment, and hosting, to data and supply chain management. Headquartered in Toronto, Canada with offices and customers in the Americas, EMEA, and APAC, Pivotree is widely recognized as a high-growth company and industry leader. To learn more, visit https://www.pivotree.com/nrf2023","https://www.pivotree.com/","https://www.linkedin.com/company/pivotree/","https://nrfbigshow.nrf.com/company/pivotree"
"Placer.ai","Los Altos","CA","United States","Placer.ai is the leader in location analytics, instantly generating foot traffic insights for any location in the U.S. Leaders in retail, commercial real estate, and restaurants are using the product daily to optimize their decision making. Placer.ai provides a range of easily accessible reports on-demand including true trade areas, visit trends, customer journey data, demographics, cross-shopping, property rankings and more. The breadth of perspectives empowers professionals across the retail real estate spectrum to improve acquisitions, marketing, asset management, site selection and leasing operations to maximize their efforts with objective, reliable insights.","https:http://www.placer.ai","https://www.linkedin.com/company/placer/","https://nrfbigshow.nrf.com/company/placerai"
"Placer.ai","Los Altos","CA","United States","Placer.ai is the leader in location analytics, instantly generating foot traffic insights for any location in the U.S. Leaders in retail, commercial real estate, and restaurants are using the product daily to optimize their decision making. Placer.ai provides a range of easily accessible reports on-demand including true trade areas, visit trends, customer journey data, demographics, cross-shopping, property rankings and more. The breadth of perspectives empowers professionals across the retail real estate spectrum to improve acquisitions, marketing, asset management, site selection and leasing operations to maximize their efforts with objective, reliable insights.","https:http://www.placer.ai","https://www.linkedin.com/company/placer/","https://nrfbigshow.nrf.com/company/placerai"
"Planalytics","Berwyn","PA","United States","Planalytics is a global leader in predictive demand analytics that enable retailers to understand the customer context driving buying decisions and take action at scale. Powerful. Scalable. Frictionless. Seriously Profitable.Demand More. Consumer behavior is complex, often chaotic, making it essential for companies to systematically factor in key influencers of purchasing in order to anticipate demand, increase customer satisfaction, and improve financial performance. Planalytics’ integration-ready metrics make it possible for retailers to leverage existing technologies to operationalize product-specific, localized demand insights across the entire enterprise or product range. Planalytics applies advanced statistical methods and machine learning, mountains of sales data, years of unmatched retail demand expertise to the most omnipresent external influencer of purchasing – the weather — to provide businesses with a proven and measurable return on investment. The resource-light, automated demand analytics make a company’s existing systems smarter immediately with full payback typically captured within 180 days.","","https://www.linkedin.com/company/planalytics/","https://nrfbigshow.nrf.com/company/planalytics"
"Plebicom","Paris","Ile de France","France","Plebicom is a French company with more than 20 years of experience. 50 people with a passion for data and expertise in the animation of benefits programs are committed to the success of our proprietary platform, eBuyClub, and our 40 active ""white label"" programs, combining innovation, involvement, and humanity.We support our customers in 7 countries thanks to our technology developments and our negotiated offers: more than 3,000 online/offline offers and more than 100 vouchers.","https://www.plebicom.com/","https://www.linkedin.com/company/105456","https://nrfbigshow.nrf.com/company/plebicom"
