"title_name","address_country","street_address","address_locality","address_region","telephone","email","website_url","check_claimed_or_not","ratings","description","open_hours","categories","other_phone_no","other_websites","page_urls"
"Bank of America","US","29 Broadway","New York","NY","(212) 563-7625","info@amertalentmgt.com","https://www.bankofamerica.com/mortgage/home-mortgage","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 9:00 AM - 5:00 PM","Banks, Commercial & Savings Banks, Loans","Phone: (646) 358-1697, Phone: (929) 467-7466, Fax: (800) 432-1000, Fax: (646) 358-1697, TollFree: (800) 432-1000","https://www.bankofamerica.com/mortgage/home-mortgage, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15621.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-470022719"
"Bank of America","US","92 Delancey St","New York","NY","(212) 253-5974","","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16603.html","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours:Mon:10:00 am - 4:00 pm & Sat:10:00 am - 2:00 pm &","Banks, Commercial & Savings Banks, Loans","Fax: (212) 895-8874, Fax: (800) 432-1000, TollFree: (800) 432-1000","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16603.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-451910494"
"Bank of America","US","72 2nd Ave","New York","NY","(212) 505-9242","","https://www.bankofamerica.com","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 10:00 AM - 4:00 PM","Banks, ATM Locations, Commercial & Savings Banks, Loans","Fax: (800) 432-1000, Fax: (212) 466-6746, TollFree: (800) 432-1000, TollFree: (800) 622-8731","https://www.bankofamerica.com, http://www.bankofamerica.com, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15230.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-470031171"
"Bank of America","US","36 E 14th St","New York","NY","(212) 542-1002","turetz1@aol.com","https://www.bankofamerica.com/mortgage/home-mortgage","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours:Mon:9:00 am - 5:00 pm & Sat:9:00 am - 2:00 pm &","Banks, ATM Locations, Commercial & Savings Banks, Loans","Phone: (646) 468-2453, Phone: (917) 970-7340, Fax: (800) 432-1000, Fax: (212) 542-6897, TollFree: (800) 432-1000","https://www.bankofamerica.com/mortgage/home-mortgage, https://www.bankofamerica.com, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15977.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-469653741"
"Bank of America","US","127 8th Ave","New York","NY","(212) 229-4753","","https://www.bankofamerica.com/mortgage/home-mortgage","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours:Mon:9:00 am - 5:00 pm & Sat:9:00 am - 2:00 pm &","Banks, Commercial & Savings Banks, Loans","Phone: (212) 337-0812, Phone: (212) 352-4820, Phone: (212) 462-2692, Phone: (929) 556-4895, Phone: (914) 375-0101, Fax: (212) 367-4917, Fax: (800) 432-1000, TollFree: (800) 432-1000","https://www.bankofamerica.com/mortgage/home-mortgage, http://bt.com, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16647.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-469662357"
"Bank of America","US","1293 Broadway","New York","NY","(212) 290-1988","","https://www.bankofamerica.com/mortgage/home-mortgage","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours:Mon:9:00 am - 5:00 pm & Sat:9:00 am - 2:00 pm &","Banks, Commercial & Savings Banks, Loans","Phone: (929) 581-8177, Fax: (800) 432-1000, Fax: (212) 946-8716, TollFree: (800) 432-1000","https://www.bankofamerica.com/mortgage/home-mortgage, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-14079.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-469661756"
"Bank of America","US","900 3rd Ave","New York","NY","(212) 752-0865","","https://www.teikoku.com","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 9:00 AM - 5:00 PM","Banks, ATM Locations, Commercial & Savings Banks, Loans","Phone: (212) 421-9805, Fax: (800) 432-1000, Fax: (212) 421-9806, Fax: (646) 358-3177, TollFree: (800) 432-1000","https://www.teikoku.com, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15711.html, https://www.bankofamerica.com","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-466770369"
"Bank of America","US","1680 Broadway","New York","NY","(212) 581-0951","info@amertalentmgt.com","https://www.bankofamerica.com/mortgage/home-mortgage","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 10:00 AM - 4:00 PM","Banks, ATM Locations, Commercial & Savings Banks, Loans","Phone: (646) 362-5325, Fax: (212) 957-3577, Fax: (800) 432-1000, TollFree: (800) 432-1000, TollFree: (800) 962-1518","https://www.bankofamerica.com/mortgage/home-mortgage, https://www.bankofamerica.com, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15819.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-470031016"
"Wells Fargo Bank","US","2330 Broadway","New York","NY","(917) 441-3271","","http://www.wellsfargo.com","Not Claimed","zero","Wells Fargo & Company (NYSE: WFC) is a nationwide, diversified financial services company with $1.6 trillion in assets. Founded in 1852, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,700 locations, more than 12,500 ATMs, online (wellsfargo.com), and mobile devices. We’re headquartered in San Francisco, but we’re decentralized so every local Wells Fargo store is a headquarters for satisfying all our customers’ financial needs and helping them succeed financially. We do business with one in three U.S. households. Wells Fargo has more than 265,000 team members in 36 countries across our approximately 90 businesses. At the end of third quarter 2014, Wells Fargo ranked fourth in assets among U.S. banks and was the world’s most valuable bank by market capitalization. In 2013, Euromoney named Wells Fargo “Best Bank” in its Global Awards for Excellence, the first time a U.S.-based bank has won the top award. The Chronicle of Philanthropy ranked Wells Fargo’s corporate giving in the top two among all U.S. companies each of the past two years. Our vision: “We want to satisfy all our customers’ financial needs and help them succeed financially.”","Regular Hours:Mon - Fri:9:00 am - 7:00 pm & Sat:11:00 am - 4:00 pm &","Banks, Commercial & Savings Banks, Loans","TollFree: (800) 869-3557","http://www.wellsfargo.com","https://www.yellowpages.com/new-york-ny/mip/wells-fargo-bank-468617743"
"Bank of America","US","2380 Broadway","New York","NY","(212) 724-2402","louisdicarlo@aol.com","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16014.html","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 10:00 AM - 4:00 PM","Banks, Commercial & Savings Banks, Loans","Fax: (800) 432-1000, Fax: (646) 505-6607, TollFree: (800) 432-1000","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16014.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-2390060"
"Bank of America","US","808 Columbus Ave","New York","NY","(212) 328-0004","","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16645.html","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 10:00 AM - 4:00 PM","Banks, ATM Locations, Commercial & Savings Banks, Loans","Phone: (212) 292-9357, Fax: (212) 292-9374, Fax: (800) 432-1000, TollFree: (800) 432-1000","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16645.html, https://www.bankofamerica.com, http://www.bankofamerica.com","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-470030020"
"Bank of America","US","301 W 145th St","New York","NY","(646) 393-3540","info@fireproofingcorp.com","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15981.html","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 10:00 AM - 4:00 PM","Banks, Commercial & Savings Banks, Loans","Fax: (800) 432-1000, Fax: (646) 393-3517, TollFree: (800) 432-1000","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15981.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-455883731"
"Abacus Federal Savings Bank","US","116 Nassau St","New York","NY","(212) 285-4770","georgepombar@abacusbank.com","http://www.abacusbank.com","Not Claimed","zero","","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Commercial & Savings Banks, Banks, Savings & Loan Associations","Phone: (646) 682-7863, Phone: (212) 732-8025, Phone: (212) 941-8266, Phone: (212) 566-0460, Phone: (212) 571-6380, Fax: (212) 566-4067","http://www.abacusbank.com, https://www.abacusbank.com","https://www.yellowpages.com/new-york-ny/mip/abacus-federal-savings-bank-469418418"
"Atlantic Bank","US","4246 Broadway","New York","NY","(212) 543-0960","","http://www.manta.com/c/mbs2b1w/atlantic-bank-of-new-york","Not Claimed","zero","","Regular Hours:Mon - Thu:9:00 am - 5:00 pm & Fri:9:00 am - 6:00 pm & Sat:9:00 am - 2:00 pm & SunClosed","Commercial & Savings Banks, Banks","Phone: (212) 543-2866, Fax: (212) 928-7862","http://www.manta.com/c/mbs2b1w/atlantic-bank-of-new-york, http://newyorkcommercialbank.com, http://abny.com","https://www.yellowpages.com/new-york-ny/mip/atlantic-bank-454831728"
"Metaprise Commerce Online Bank","US","9 East 53 Street  5th Floor","New York","NY","(929) 332-2092","","https://metaprise.online/pay-getpaid.html","Not Claimed","five","Metaprise - Commerce Online Bank   We enable multi-national and local companies to accept & send payments in any currency all around the world with no hidden fees and fair exchange rates. We also offer next business day settlement in most currencies, which makes the whole process of getting your money processed in your preferred currency so much faster and easier.  Every business that signs can also apply for a Prepaid Credit Card which does not require a credit check or a wasted trip to the bank.   We understand exactly how much demand for pay and get paid platforms has accelerated as businesses look for more and more modern solutions to not only transfer money, but how to also control their finances, optimize spending to better enhance their payroll security and protection.   When it comes to making global payments, you always need a financial services company that will meet your organization’s needs and that’s why we here at Metaprise has stepped in to change the game. Our motto describes it perfectly “You worked hard to build a business, so we make it easy for you to Pay and Get Paid.”","Regular Hours:Mon - Fri:9:00 am - 5:00 pm & Sat - SunClosed","Internet Banking, Banks","","Website","https://www.yellowpages.com/new-york-ny/mip/metaprise-commerce-online-bank-565035013"
"Chase Bank - Corporate Headquarters","US","270 Park Ave","New York","NY","(212) 270-6000","adam.braff@jpmchase.com","http://www.chase.com","Not Claimed","one","","Regular Hours:Mon - Fri:8:00 am - 6:00 pm &","Financial Services, Banks, Loans","Phone: (212) 648-2294, Phone: (212) 270-3220, TollFree: (800) 935-9935","http://www.chase.com, https://www.jpmorganchase.com","https://www.yellowpages.com/new-york-ny/mip/chase-bank-corporate-headquarters-485637461"
"Dirham Express","US","108 W 39th St","New York","NY","(212) 268-1554","abdou@dirhamexpress.com","http://dirhamexpress.com","Not Claimed","two half","","Do you know the hours for this business?","Money Transfer Service, Banks, Money Order Service","","http://dirhamexpress.com","https://www.yellowpages.com/new-york-ny/mip/dirham-express-473407484"
"Bank Negara Malaysia","US","900 3rd Ave Rm 1804","New York","NY","(212) 888-9220","bnmtelelink@bnm.gov","http://www.bnm.gov.my","Not Claimed","four","","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Commercial & Savings Banks, Banks","Phone: (212) 755-4561","http://www.bnm.gov.my","https://www.yellowpages.com/new-york-ny/mip/bank-negara-malaysia-20771156"
"Gfi Mortgage Bankers Inc","US","50 Broadway Fl 4","New York","NY","(212) 668-1444","aeisner@gficap.com","","Claimed","","Since 1983, GFI Mortgage Bankers has offered residential clients not simply a mortgage but a partner in their home buying process. Beginning as a neighborhood lender, GFI Mortgage Bankers is currently one of the largest licensed home mortgage firms, funding over $1 billion in mortgages annually.GFI Mortgage Bankers highly trained mortgage professionals take a hands-on approach to every transaction, working directly with real estate brokers, developers, and attorneys for fast approvals, while conveniently providing in-house processing, underwriting and closing support.GFI Mortgage Bankers strives to offer first time purchasers and existing homeowners the most competitive and best suited mortgages available. As a direct lender, we are able to provide hundreds of loan programs to our clients and specialize in arranging financing designed to meet the specific requirements of each borrower.GFI Mortgage Bankers has earned an outstanding reputation for providing exceptional customer service and taking an entrepreneurial approach to creating customized financial solutions.","Regular Hours:Mon - Fri:9:00 am - 5:30 pm & Sat - SunClosed","Real Estate Buyer Brokers, Banks, Commercial & Savings Banks, Loans, Mortgages, Real Estate Loans","Phone: (212) 837-4500","","https://www.yellowpages.com/new-york-ny/mip/gfi-mortgage-bankers-inc-460520472"
"Regan Associates Inc","US","505 8th Ave","New York","NY","(212) 587-3005","info@reganproxy.com","http://www.reganproxy.com","Claimed","zero","Regan & Associates, Inc. (now in our 23rd year) continues to be a leader in the Proxy Solicitation/Shareholder Services field. We are experts in providing support in Proxy/Consent Solicitations as well as Tender & Exchange offers. We offer “All-In Fees” (all of our out-of-pocket expenses are included within our stated fee) so there are no per call costs involved when your shareholders contact us or if we call them. Almost all of our competitors charge per phone call which greatly increases their final bills. Our call center is in NYC, we never outsource calls and all of our calls are made by human beings (not automated dialers.) ","Do you know the hours for this business?","Consultants Referral Service, Banks, Call Centers, Information Bureaus & Services, Meeting & Event Planning Services","","http://www.reganproxy.com","https://www.yellowpages.com/new-york-ny/mip/regan-associates-inc-467566771"
"Citi","US","120 W Broadway","New York","NY","(646) 553-1909","","https://www.citi.com/?utm_source=extnet&utm_medium=yext","Claimed","zero","Citi is a financial services company, which offers a range of financial products and services, including Citi’s digital banking services, mortgage products, personal loans, and small business banking products and services, Citi Cards’ credit card offers, and Citi Personal Wealth Management’s investment products and services. Deposit and Lending products are offered by Citibank, N.A.  NMLS ID 412915 Equal Housing Lender and Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","ATM Locations, Banks","","https://www.citi.com/","https://www.yellowpages.com/new-york-ny/mip/citi-569298163"
"The Bank of New York Mellon Corporation","US","240 Greenwich St","New York","NY","(212) 495-1784","","","Not Claimed","zero","Founded in 1784, The Bank of New York Mellon Corporation is the oldest bank in the United States. The Bank of New York Mellon Corporation offers a variety of services that allow institutions and individuals to move and manage their financial assets in more than 100 markets worldwide. The company collaborates with clients to deliver solutions through its core competencies: securities servicing, treasury management, investment management, individual banking services and regional banking services. Its worldwide client base includes a range of financial institutions, corporations, government entities, endowments and foundations. Robert P. Kelly has been the chief executive officer of The Bank of New York Mellon Corp for more than one year. He has been with the diversified financial company for over a year. Kelly attended St. Mary s University, and earned a MBA from City University-London. The Bank of New York Mellon Corporation is headquartered in New York City.","Regular Hours:Mon - Fri:8:30 am - 4:00 pm &","Commercial & Savings Banks, Banks, Financial Services, Loans, Real Estate Loans","Fax: (212) 495-2546, TollFree: (800) 992-2165","","https://www.yellowpages.com/new-york-ny/mip/the-bank-of-new-york-mellon-corporation-559222452"
"Citi","US","2 Mott St","New York","NY","(917) 746-4475","","https://www.citi.com/?utm_source=extnet&utm_medium=yext","Claimed","zero","Citi is a financial services company, which offers a range of financial products and services, including Citi’s digital banking services, mortgage products, personal loans, and small business banking products and services, Citi Cards’ credit card offers, and Citi Personal Wealth Management’s investment products and services. Deposit and Lending products are offered by Citibank, N.A.  NMLS ID 412915 Equal Housing Lender and Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & Sat:10:00 am - 2:00 pm & SunClosed","ATM Locations, Banks","","https://www.citi.com/","https://www.yellowpages.com/new-york-ny/mip/citi-569298412"
"United Orient Bank","US","10 Chatham Sq","New York","NY","(212) 349-1100","","http://www.uobusa.com","Not Claimed","zero","United Orient Bank is one of the first indigenous community banks in New York s Chinatown. The mission of the bank is to provide its shareholders with a safe and profitable return on their investment. Identifying and serving all legitimate financial needs of the community in order to generate an above average return on assets will accomplish this. The bank provides customers with a variety of services, such as savings accounts, personal and commercial checking accounts, money market accounts, certificates of deposit, individual retirement accounts, loans, safe deposit boxes, money transfers and automated teller machine cards. United Orient Bank maintains its corporate headquarters in New York.","Regular Hours:Sat:10:00 am - 2:00 pm &","Commercial & Savings Banks, Banks","Phone: (212) 227-6200, Fax: (212) 227-6200","http://www.uobusa.com","https://www.yellowpages.com/new-york-ny/mip/united-orient-bank-15013868"
"Citi","US","164 Canal St","New York","NY","(917) 746-1188","","https://www.citi.com/?utm_source=extnet&utm_medium=yext","Claimed","zero","Citi is a financial services company, which offers a range of financial products and services, including Citi’s digital banking services, mortgage products, personal loans, and small business banking products and services, Citi Cards’ credit card offers, and Citi Personal Wealth Management’s investment products and services. Deposit and Lending products are offered by Citibank, N.A.  NMLS ID 412915 Equal Housing Lender and Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & Sat:10:00 am - 2:00 pm & SunClosed","ATM Locations, Banks","","https://www.citi.com/","https://www.yellowpages.com/new-york-ny/mip/citi-569298165"
"Citi","US","120 Broadway","New York","NY","(646) 248-6660","","https://www.citi.com/?utm_source=extnet&utm_medium=yext","Claimed","zero","Citi is a financial services company, which offers a range of financial products and services, including Citi’s digital banking services, mortgage products, personal loans, and small business banking products and services, Citi Cards’ credit card offers, and Citi Personal Wealth Management’s investment products and services. Deposit and Lending products are offered by Citibank, N.A.  NMLS ID 412915 Equal Housing Lender and Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","ATM Locations, Banks","","https://www.citi.com/","https://www.yellowpages.com/new-york-ny/mip/citi-569294873"
"Valley Bank","US","434 Broadway Fl 1","New York","NY","(212) 925-8300","","http://www.valleynationalbank.com","Not Claimed","zero","Today, our top priority is ensuring your health and safety while continuing to provide the banking services you rely on. That's why we're carefully monitoring local and federal regulations and making sure our staff is prepared to safely serve your needs. With more 200 branch and ATM locations across New Jersey, New York, Florida and Alabama, and digital services like online and mobile banking, we strive to make banking convenient and simple for every one of our customers whether you're managing a checking account or managing your business finances.","Regular Hours:Mon - Wed:8:30 am - 4:00 pm & Thu:8:30 am - 6:00 pm & Fri:8:30 am - 4:00 pm & Sat:10:00 am - 2:00 pm & SunClosed","ATM Locations, Banks, Commercial & Savings Banks","Phone: (212) 274-9606, Fax: (212) 274-9606, TollFree: (800) 522-4100","http://www.valleynationalbank.com","https://www.yellowpages.com/new-york-ny/mip/valley-bank-9753417"
"Scotiabank","US","250 Vesey St","New York","NY","(212) 786-0708","investor.relations@scotiabank.com","http://www.scotiabank.com","Not Claimed","zero","Scotiabank is one of North America's premier financial institutions and the most international of Canadian banks. We provide personal, commercial, corporate and investment banking services to individuals, small and medium-sized businesses, corporations and governments in more than 50 countries around the world, and coast to coast across Canada.","Regular Hours:Mon - Fri:8:00 am - 5:30 pm &","Commercial & Savings Banks, Banks","Phone: (212) 225-5090, Phone: (202) 838-7769, Fax: (212) 225-5090, TollFree: (800) 472-6842","http://www.scotiabank.com, https://www.scotiabank.com/global/en/country/united-states-of-america.html","https://www.yellowpages.com/new-york-ny/mip/scotiabank-505897379"
"Bny Mellon","US","225 Liberty St","New York","NY","(212) 495-1784","","https://www.bnymellon.com/us/en/what-we-do/markets/capital-markets-us/index.jsp","Not Claimed","zero","BNY Mellon Wealth Management specializes in private banking and information reporting. The company serves individuals, families and business enterprises. It offers equity, fixed income, international and alternative investments, as well as liquidity management and strategic asset allocation services. BNY Mellon Wealth Management also provides fiduciary and estate settlement services. The company offers banking services that include deposit, credit, mortgage, brokerage, and risk assessment and management solutions. In addition, it provides custody, cash processing, investment accounting, information reporting, and performance measurement and analysis services. BNY Mellon Wealth Management is a part of The Bank of New York Mellon Corporation, which was established in 2007.","Regular Hours:Mon - Fri:9:00 am - 5:00 pm & Sat - SunClosed","Commercial & Savings Banks, Banks, Loans, Mortgages","Phone: (212) 495-2546, Phone: (212) 266-2330, Phone: (212) 312-1850, Fax: (212) 495-2546, Fax: (212) 687-6765, TollFree: (800) 225-2569, TollFree: (800) 582-9243","https://www.bnymellon.com/us/en/what-we-do/markets/capital-markets-us/index.jsp, https://www.bnymellonwealth.com","https://www.yellowpages.com/new-york-ny/mip/bny-mellon-521569317"
"Bank Of China","US","42 E Broadway","New York","NY","(646) 613-3360","","http://www.bocusa.com","Not Claimed","zero","Bank of China is a full-service financial institution that offers a variety of personal and business banking products and services. It provides several checking and savings accounts to its customers. Bank of China also offers Internet and telephone banking services. The bank provides cash management, direct deposit, investment and insurance services. It offers wealth management and financial consultation services. Bank of China also provides a variety of loans, mortgage plans, and home equity products and services. In addition, the bank provides assistance with commercial lending and trade financing issues. Bank of China maintains a location in New York City.","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 925-2355","http://www.bocusa.com","https://www.yellowpages.com/new-york-ny/mip/bank-of-china-9200043"
"Citi","US","176 Water St","New York","NY","(646) 248-6738","","https://www.citi.com/?utm_source=extnet&utm_medium=yext","Claimed","zero","Citi is a financial services company, which offers a range of financial products and services, including Citi’s digital banking services, mortgage products, personal loans, and small business banking products and services, Citi Cards’ credit card offers, and Citi Personal Wealth Management’s investment products and services. Deposit and Lending products are offered by Citibank, N.A.  NMLS ID 412915 Equal Housing Lender and Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","ATM Locations, Banks","","https://www.citi.com/","https://www.yellowpages.com/new-york-ny/mip/citi-308462"
"Ashir Group Inc","US","40 Wall St Fl 59","New York","NY","(212) 269-2300","bflcapital@aol.com","https://www.exertherm.com","Not Claimed","zero","","Do you know the hours for this business?","Investment Management, Banks, Financing Consultants","Phone: (212) 492-7036, Phone: (646) 512-5727","https://www.exertherm.com","https://www.yellowpages.com/new-york-ny/mip/ashir-group-inc-462448874"
"Emerging Markets Ltd","US","44 Wall St Ste 704","New York","NY","(212) 514-6550","","http://www.emergingmarketsltd.com","Not Claimed","zero","As a market-maker in the purchase and sale of exotic currencies in developing countries, Emerging Markets, Ltd, based in New York's financial district, executes transactions throughout the developing world.The company, formed by highly qualified professionals, provides specialized expertise in currency markets. Clients include the US Government, blue-chip multinational corporations, international charitable organizations ( NGO ) and commercial and investment banks that are active in the foreign exchange markets of the devoloping countries of the world.Emerging Markets, Ltd is a private equity fund, and a registered Money Service Business ( MSB ) in compliance with all Federal regulations. Founded in 1993, Emerging Markets, Ltd continues to provide hard currency liquidity for blue-chip multinational corporations, and local currency funding for the Embassies of the United States Government and prestigious charitable organizations.Since 1994, Emerging Markets, Ltd has been approved by the U.S. Government, U.S. Department of State, and the Department of Treasury to provide foreign currency services.Over the years our client base has continued to expand to include many of the most prominent blue-chip multinational companies and international charitable organizations throughout the United States, Canada and Europe.Exchange transactions executed by Emerging Markets, Ltd are structured to allow our clients to execute cross-border currency swaps. As broker, adviser and principal in these transactions, Emerging Markets, Ltd uses currency swaps because they are inherently the most efficient. Cost and risk are minimized. The structure saves time and money for our clients.Emerging Markets, Ltd is dedicated exclusively to currency swaps and exposure management in illiquid or regulated foreign exchange markets. Our research into the economic and political forces at work in currency markets of developing countries provides intelligence critical to anticipating the near term direction of currencies. The officers of the company traveled to more than 50 countries throughout Latin America, the Caribbean, the Middle East and Africa to develop, refine and maintain this focus.Emerging Markets, Ltd advises The U.S. Department of State, NGO's, charitable organizations and multinational corporations on the most effective and cost efficient methods to exchange funds throughout the developing countries of the world. It advises on financial markets and how market participants may obtain optimal exchange rates in the most efficient methods.Emerging Markets Limited corporate office is only a few short blocks from what is now known as Ground Zero of the terrorist attacks on September 11, 2001. Our memory of that horrific event demands that we do all we can to ensure that our business is impenetrable to criminals and those that wish to harm us. Therefore, we are proud to advise our clients and our potential clients that we rigidly follow the letter and spirit of all United States and New York State anti-laundering laws and regulatory requirements.","Do you know the hours for this business?","Financial Planning Consultants, Banks, Financial Planners, Financing Consultants, Investment Advisory Service, Investment Management","","http://www.emergingmarketsltd.com","https://www.yellowpages.com/new-york-ny/mip/emerging-markets-ltd-496958556"
